stable_code,source_identity,name_en,name_ko,met_value,met_source_code,met_source_activity_code,met_source_activity_description,met_mapping_method_code,met_review_status_code,met_policy_version,mapping_rationale,source_file_path
cable_decline_seated_wide_grip_row,0159,cable decline seated wide-grip row,케이블 디클라인 시티드 와이드그립 로우,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
cable_hip_adduction,0168,cable hip adduction,케이블 힙 어덕션,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
cable_incline_bench_press,0169,cable incline bench press,케이블 인클라인 벤치 프레스,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
cable_low_seated_row,0180,cable low seated row,케이블 시티드 로우(낮은 위치),3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
cable_pushdown_straight_arm,0199,cable pushdown (straight arm),케이블 푸시다운(팔을 곧게 편 자세),3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
cable_seated_one_arm_alternate_row,0214,cable seated one arm alternate row,케이블 시티드 원암 교대 로우,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
cable_seated_wide_grip_row,0218,cable seated wide-grip row,케이블 시티드 와이드그립 로우,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
cable_standing_hip_extension,0228,cable standing hip extension,케이블 스탠딩 힙 익스텐션,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
cable_standing_rear_delt_row_with_rope,0233,cable standing rear delt row (with rope),케이블 스탠딩 리어 델트 로우(로프),3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
cable_straight_back_seated_row,0239,cable straight back seated row,케이블 스트레이트백 시티드 로우,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
cocoons,0260,cocoons,누워서 몸 접기,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
cross_body_crunch,0262,cross body crunch,크로스바디 크런치,2.8,ADULT_COMPENDIUM_PDF_2024,02024,"Calisthenics (e.g., curl ups, abdominal crunches, plank), light effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 코어 운동이며 crunch curl-up plank 계열을 명시한 원천 활동과 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
crunch_on_stability_ball,0271,crunch (on stability ball),짐볼 크런치,2.8,ADULT_COMPENDIUM_PDF_2024,02112,"Therapeutic exercise ball, Fitball exercise",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,짐볼을 사용하는 반복형 코어 운동으로 원천의 Fitball exercise와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
crunch_on_stability_ball_arms_straight,0272,"crunch (on stability ball, arms straight)",짐볼 팔을 곧게 편 크런치,2.8,ADULT_COMPENDIUM_PDF_2024,02112,"Therapeutic exercise ball, Fitball exercise",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,짐볼을 사용하는 반복형 코어 운동으로 원천의 Fitball exercise와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
dead_bug,0276,dead bug,데드 버그,2.8,ADULT_COMPENDIUM_PDF_2024,02024,"Calisthenics (e.g., curl ups, abdominal crunches, plank), light effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 코어 운동이며 crunch curl-up plank 계열을 명시한 원천 활동과 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
dumbbell_alternate_biceps_curl,0285,dumbbell alternate biceps curl,덤벨 교대 이두 컬,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
dumbbell_arnold_press,0287,dumbbell arnold press,덤벨 아놀드 프레스,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
dumbbell_bench_squat,0291,dumbbell bench squat,덤벨 벤치 스쿼트,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
dumbbell_one_arm_bent_over_row,0292,dumbbell one arm bent-over row,덤벨 원암 벤트오버 로우,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
dumbbell_bent_over_row,0293,dumbbell bent over row,덤벨 벤트오버 로우,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
dumbbell_cuban_press,0299,dumbbell cuban press,덤벨 쿠반 프레스,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
dumbbell_deadlift,0300,dumbbell deadlift,덤벨 데드리프트,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
dumbbell_decline_hammer_press,0303,dumbbell decline hammer press,덤벨 디클라인 해머 프레스,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
dumbbell_incline_bench_press,0314,dumbbell incline bench press,덤벨 인클라인 벤치 프레스,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
dumbbell_incline_curl,0317,dumbbell incline curl,덤벨 인클라인 컬,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
dumbbell_incline_hammer_press,0321,dumbbell incline hammer press,덤벨 인클라인 해머 프레스,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
dumbbell_incline_rear_lateral_raise,0326,dumbbell incline rear lateral raise,덤벨 인클라인 리어 레터럴 레이즈,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
dumbbell_incline_row,0327,dumbbell incline row,덤벨 인클라인 로우,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
dumbbell_plyo_squat,0371,dumbbell plyo squat,덤벨 플라이오 스쿼트,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
dumbbell_rear_lateral_raise_support_head,0379,dumbbell rear lateral raise (support head),덤벨 리어 레터럴 레이즈(머리 지지),3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
dumbbell_seated_bench_extension,0389,dumbbell seated bench extension,덤벨 시티드 벤치 익스텐션,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
dumbbell_single_leg_split_squat,0410,dumbbell single leg split squat,덤벨 싱글 레그 스플릿 스쿼트,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
elbow_to_knee,0443,elbow-to-knee,팔꿈치-무릎 터치,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
flexion_leg_sit_up_bent_knee,0456,flexion leg sit up (bent knee),무릎을 굽힌 레그 싯업,2.8,ADULT_COMPENDIUM_PDF_2024,02024,"Calisthenics (e.g., curl ups, abdominal crunches, plank), light effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 코어 운동이며 crunch curl-up plank 계열을 명시한 원천 활동과 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
flutter_kicks,0459,flutter kicks,플러터 킥,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
groin_crunch,0469,groin crunch,발바닥 붙이고 크런치,2.8,ADULT_COMPENDIUM_PDF_2024,02024,"Calisthenics (e.g., curl ups, abdominal crunches, plank), light effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 코어 운동이며 crunch curl-up plank 계열을 명시한 원천 활동과 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
jump_squat,0513,jump squat,점프 스쿼트,6.5,ADULT_COMPENDIUM_PDF_2024,02057,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), high intensity",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,맨몸 기반의 빠르거나 폭발적인 동작으로 원천의 고강도 맨몸 저항운동 또는 격한 calisthenics와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
bodyweight_squat,0514,bodyweight squat,맨몸 스쿼트,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
kettlebell_sumo_high_pull,0548,kettlebell sumo high pull,케틀벨 스모 하이 풀,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,케틀벨을 사용하는 반복형 저항운동이며 원천의 다양한 저항운동 activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
kettlebell_swing,0549,kettlebell swing,케틀벨 스윙,9.8,ADULT_COMPENDIUM_PDF_2024,02058,Kettle bell swings,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,운동명이 케틀벨 스윙과 직접 대응하고 원천 activity가 같은 수행 방식을 명시합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
kick_out_sit,0555,kick out sit,킥아웃 싯업,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
lever_lateral_raise,0584,lever lateral raise,레버 레터럴 레이즈,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
lever_leg_extension,0585,lever leg extension,레버 레그 익스텐션,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
lever_lying_leg_curl,0586,lever lying leg curl,레버 라잉 레그 컬,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
lever_seated_fly,0596,lever seated fly,레버 시티드 플라이,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
lever_seated_hip_abduction,0597,lever seated hip abduction,레버 시티드 힙 어브덕션,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
lever_seated_hip_adduction,0598,lever seated hip adduction,레버 시티드 힙 어덕션,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
lever_seated_reverse_fly_parallel_grip,0601,lever seated reverse fly (parallel grip),레버 시티드 리버스 플라이(평행 그립),3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
lever_seated_reverse_fly,0602,lever seated reverse fly,레버 시티드 리버스 플라이,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
lying_leg_raise_flat_bench,0620,lying leg raise flat bench,플랫 벤치 라잉 레그 레이즈,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
monster_walk,0628,monster walk,몬스터 워크,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
mountain_climber,0630,mountain climber,마운틴 클라이머,7.5,ADULT_COMPENDIUM_PDF_2024,02020,"Calisthenics (e.g., pushups, sit ups, pull-ups, jumping jacks, burpees, battling ropes), vigorous effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,빠르거나 점프를 포함하는 맨몸 컨디셔닝으로 원천의 vigorous calisthenics와 동적 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
oblique_crunches_floor,0635,oblique crunches floor,바닥 오블리크 크런치,2.8,ADULT_COMPENDIUM_PDF_2024,02024,"Calisthenics (e.g., curl ups, abdominal crunches, plank), light effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 코어 운동이며 crunch curl-up plank 계열을 명시한 원천 활동과 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
push_up_wall,0659,push-up (wall),벽 푸시업,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
rear_decline_bridge,0668,rear decline bridge,리어 디클라인 브리지,2.8,ADULT_COMPENDIUM_PDF_2024,02024,"Calisthenics (e.g., curl ups, abdominal crunches, plank), light effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 코어 운동이며 crunch curl-up plank 계열을 명시한 원천 활동과 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
run_equipment,0684,run (equipment),러닝머신,8.0,ADULT_COMPENDIUM_HOME_2024,12150,Running (Taylor Code 200),SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,GIF에서 트레드밀 위 달리기가 확인되어 원천의 일반 달리기 activity와 수행 방식이 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
