representative_id,exercise_name_ko,short_description,target_muscle,difficulty,how_to_steps,common_mistakes,source_ids,taxonomy_review_status,generation_basis_code,content_review_status
REX-000078,스캐풀라 풀업,스캐풀라 풀업 운동은 팔꿈치를 아래로 당기며 등을 사용하는 운동입니다.,BACK,INTERMEDIATE,"[""손잡이를 안정적으로 잡고 몸을 준비한다."",""어깨를 내린 채 팔꿈치를 아래로 당긴다."",""조절할 수 있는 범위까지만 당긴다."",""팔을 천천히 펴며 시작 위치로 돌아온다.""]","[""몸을 크게 흔들어 당긴다."",""어깨를 귀 쪽으로 올린다."",""팔을 갑자기 놓아 기구가 튕긴다.""]",gymvisual:0688,TAXONOMY_APPROVED,TAXONOMY:VERTICAL_PULL|NAME:SCAPULAR_PULL_UP,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000079,시티드 케이블 로우,시티드 케이블 로우 운동은 팔꿈치를 뒤로 보내며 등을 사용하는 운동입니다.,BACK,BEGINNER,"[""가슴을 편안히 열고 손잡이나 기구를 잡는다."",""어깨를 끌어올리지 않고 팔꿈치를 뒤로 보낸다."",""손잡이를 몸 가까이 가져온 뒤 잠시 멈춘다."",""팔을 천천히 펴며 처음 위치로 돌아온다.""]","[""어깨를 으쓱하며 당긴다."",""몸을 뒤로 젖혀 반동을 만든다."",""기구를 놓듯 팔을 빠르게 편다.""]",gymvisual:0159|gymvisual:0160|gymvisual:0167|gymvisual:0208|gymvisual:0218|gymvisual:0861,TAXONOMY_APPROVED,TAXONOMY:HORIZONTAL_PULL|NAME:SEATED_CABLE_ROW,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000080,시티드 카프 레이즈,시티드 카프 레이즈 운동은 다른 부위의 움직임을 줄이고 종아리를 집중해 사용하는 운동입니다.,CALVES,BEGINNER,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]","[""몸을 흔들어 반동을 만든다."",""다른 부위까지 크게 움직인다."",""기구를 빠르게 내려놓는다.""]",gymvisual:0088|gymvisual:0594|gymvisual:1379|gymvisual:2335|wger:146,TAXONOMY_APPROVED,TAXONOMY:ISOLATION|NAME:SEATED_CALF_RAISE,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000081,앉아서 종아리 스트레칭,앉아서 종아리 스트레칭 운동은 발목과 발 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,BEGINNER,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:1390,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:SEATED_CALF_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000082,앉아서 둔근 스트레칭,앉아서 둔근 스트레칭 운동은 고관절 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,BEGINNER,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:1424,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:SEATED_GLUTE_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000083,레그 컬,레그 컬 운동은 다리를 굽혔다 펴며 허벅지 뒤쪽을 사용하는 운동입니다.,HAMSTRINGS,BEGINNER,"[""기구에 앉아 몸과 기구의 위치를 맞춘다."",""다리를 천천히 굽힌다."",""조절할 수 있는 범위에서 잠시 멈춘다."",""천천히 다리를 되돌린다.""]","[""기구의 시작 위치를 확인하지 않는다."",""다리를 반동으로 빠르게 움직인다."",""기구를 놓듯 다리를 갑자기 편다.""]",gymvisual:0496|gymvisual:0599|gymvisual:0696|gymvisual:0697|gymvisual:0795|gymvisual:2400|kspo:ddff78f01b0aa7c568bb66781954f5bbb7a7f882745b3490702d63e6467f924e|wger:1603|wger:364,TAXONOMY_APPROVED,TAXONOMY:KNEE_FLEXION|NAME:SEATED_LEG_CURL,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000084,앉아서 허리 스트레칭,앉아서 허리 스트레칭 운동은 허리 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,BEGINNER,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:0690,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:SEATED_LOWER_BACK_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000085,앉아서 이상근 스트레칭,앉아서 이상근 스트레칭 운동은 고관절 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,BEGINNER,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:2567,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:SEATED_PIRIFORMIS_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000086,숄더 프레스,숄더 프레스 운동은 팔을 위로 밀어 어깨를 사용하는 운동입니다.,SHOULDERS,INTERMEDIATE,"[""등과 발 또는 엉덩이를 안정적으로 둔다."",""손잡이나 기구를 어깨 가까이에 준비한다."",""허리를 꺾지 않고 편한 범위에서 위로 밀어낸다."",""천천히 시작 위치로 내려온다.""]","[""허리를 꺾어 팔을 더 높이 올린다."",""어깨를 으쓱한 채 반복한다."",""기구를 빠르게 내린다.""]",gymvisual:0360|gymvisual:0361|gymvisual:0404|gymvisual:0405|gymvisual:0997|gymvisual:3122|wger:1893|wger:20|wger:543,TAXONOMY_APPROVED,TAXONOMY:VERTICAL_PUSH|NAME:SEATED_SHOULDER_PRESS,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000087,시티드 와이드 앵글 스트레칭,시티드 와이드 앵글 스트레칭 운동은 고관절·무릎 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,INTERMEDIATE,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:1587,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:SEATED_WIDE_ANGLE_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000088,옆으로 누워 대퇴사두근 스트레칭,옆으로 누워 대퇴사두근 스트레칭 운동은 무릎 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,BEGINNER,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:0613,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:SIDE_LYING_QUADRICEPS_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000089,손목 당기기 스트레칭,손목 당기기 스트레칭 운동은 손목과 손 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,BEGINNER,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:0721,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:SIDE_WRIST_PULL_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000090,버드독,버드독 운동은 몸통을 유지하며 몸통 주변에 힘을 쓰는 운동입니다.,CORE,BEGINNER,"[""안내된 시작 자세를 안정적으로 잡는다."",""배 주변에 가볍게 힘을 주고 숨을 쉰다."",""몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다."",""천천히 시작 자세로 돌아온다.""]","[""허리나 몸통이 크게 흔들린다."",""호흡을 멈춘 채 힘을 준다."",""속도를 높여 움직임 범위를 과하게 넓힌다.""]",kspo:ce0ab5a88d5e6c4243b2a910aa53ecff3aa783c716fa193711a1a6e44542b3a0,TAXONOMY_APPROVED,TAXONOMY:CORE_BRACE|NAME:SPINE_CORE_BRACE,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000091,척추 스트레칭,척추 스트레칭 운동은 상부 등·허리 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,BEGINNER,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:1363,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:SPINE_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000092,척추 비틀기,척추 비틀기 운동은 상부 등·허리 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,BEGINNER,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:2329,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:SPINE_TWIST,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000093,스쿼트,스쿼트 운동은 다리를 굽혔다 펴며 허벅지 앞쪽을 사용하는 운동입니다.,QUADRICEPS,INTERMEDIATE,"[""발을 편하게 벌리고 양발에 무게를 나눈다."",""엉덩이를 뒤로 보내며 무릎을 천천히 굽힌다."",""발바닥을 바닥에 두고 편한 범위까지만 내려간다."",""발로 바닥을 밀며 천천히 시작 자세로 돌아온다.""]","[""발바닥이 들리거나 무릎이 안쪽으로 무너진다."",""반동으로 빠르게 내려갔다 올라온다."",""자신이 조절하기 어려운 깊이까지 내려간다.""]",wger:1801,TAXONOMY_APPROVED,TAXONOMY:KNEE_DOMINANT|NAME:SQUAT_VARIANT,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000094,스트랩 햄스트링·종아리 스트레칭,스트랩 햄스트링·종아리 스트레칭 운동은 무릎·발목과 발 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,BEGINNER,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:1599,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:STANDING_HAMSTRING_CALF_STRAP_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000095,서서 옆구리 스트레칭,서서 옆구리 스트레칭 운동은 상부 등 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,BEGINNER,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:0794,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:STANDING_LATERAL_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000096,삼두근 스트레칭,삼두근 스트레칭 운동은 팔꿈치 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,BEGINNER,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:0817,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:TRICEPS_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000097,상부 등 밴드 당기기,상부 등 밴드 당기기 운동은 다른 부위의 움직임을 줄이고 등을 집중해 사용하는 운동입니다.,BACK,BEGINNER,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]","[""몸을 흔들어 반동을 만든다."",""다른 부위까지 크게 움직인다."",""기구를 빠르게 내려놓는다.""]",kspo:ab41f78cd9e548e1217b4460122ca0a1e9824cd570da589f1b37ffe86d6db937,TAXONOMY_APPROVED,TAXONOMY:ISOLATION|NAME:UPPER_BACK_ISOLATION,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000098,상부 등 스트레칭,상부 등 스트레칭 운동은 상부 등 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,BEGINNER,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:1365,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:UPPER_BACK_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000099,벽 짚고 종아리 스트레칭,벽 짚고 종아리 스트레칭 운동은 발목과 발 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,BEGINNER,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:1377,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:WALL_CALF_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000100,월드 그레이티스트 스트레칭,월드 그레이티스트 스트레칭 운동은 고관절·무릎 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,INTERMEDIATE,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:1604,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:WORLD_GREATEST_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000101,손목 돌리기,손목 돌리기 운동은 손목과 손 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,BEGINNER,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:1428,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:WRIST_CIRCLES,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000102,리스트 컬,리스트 컬 운동은 다른 부위의 움직임을 줄이고 팔뚝을 집중해 사용하는 운동입니다.,FOREARMS,BEGINNER,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]","[""몸을 흔들어 반동을 만든다."",""다른 부위까지 크게 움직인다."",""기구를 빠르게 내려놓는다.""]",gymvisual:0126|gymvisual:0369|gymvisual:1016,TAXONOMY_APPROVED,TAXONOMY:ISOLATION|NAME:WRIST_CURL,GENERATED_CONTENT_REVIEW_REQUIRED
