record_type,catalog_version_code,stable_code,representative_exercise_id,name_ko,name_en,training_type_code,body_focus_code,primary_movement_pattern_code,difficulty_code,difficulty_status,timing_mode_code,default_seconds_per_rep,default_work_seconds,default_rest_seconds,default_transition_seconds,equipment_codes,location_codes,primary_body_area_codes,secondary_body_area_codes,recovery_eligible,instruction_summary_ko,form_cues_ko,instruction_content_version,review_status_code,source_track,source_identity,production_eligible,allowed_experience_level_codes,fitt_template_ids_by_experience,fitt_mapping_exception_code,fitt_mapping_note,mapping_source_exercise_id,v1_exercise_ids,artifact_review_status_code,review_required,source_catalog_version_code,v1_exercise_id,v1_exercise_name_ko,v1_name_en,v1_source_name_en,v1_training_type_code,v1_body_focus_code,v1_primary_body_area_codes,v1_secondary_body_area_codes,v1_target_body_area_codes,v1_timing_mode_code,v1_default_sets,v1_default_reps,v1_default_work_seconds,v1_default_rest_seconds,v1_default_transition_seconds,v1_intensity_level,exercise_stable_code,source_review_status_code,alias_only
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000007,바벨 시티드 카프 레이즈,barbell seated calf raise,barbell seated calf raise,STRENGTH,CALVES,"[""ANKLE_FOOT""]","[""KNEE""]","[""ANKLE_FOOT"",""KNEE""]",REPS,3,10-15,,60-90,,MODERATE,seated_calf_raise_isolation_barbell,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000008,바벨 스탠딩 오버헤드 삼두 익스텐션,barbell standing overhead triceps extension,barbell standing overhead triceps extension,STRENGTH,TRICEPS,"[""ELBOW""]","[""SHOULDER""]","[""ELBOW"",""SHOULDER""]",REPS,3,10-15,,60-90,,MODERATE,overhead_triceps_extension_isolation_barbell,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,INTERMEDIATE,APPROVED,,,,,,,,,,,,,,,,,false,"[""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-COMPOUND-HINGE-INTERMEDIATE-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000009,바벨 스트레이트 레그 데드리프트,barbell straight leg deadlift,barbell straight leg deadlift,STRENGTH,HAMSTRINGS,"[""HIP""]","[""KNEE"",""LOWER_BACK""]","[""HIP"",""KNEE"",""LOWER_BACK""]",REPS,3,8-12,,90,,MODERATE,barbell_straight_leg_deadlift_hip_dominant_barbell,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000010,바벨 리스트 컬,barbell wrist curl,barbell wrist curl,STRENGTH,FOREARMS,"[""WRIST_HAND""]","[""ELBOW""]","[""WRIST_HAND"",""ELBOW""]",REPS,3,10-15,,60-90,,MODERATE,wrist_curl_isolation_barbell,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,INTERMEDIATE,APPROVED,,,,,,,,,,,,,,,,,false,"[""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-COMPOUND-PULL-INTERMEDIATE-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000011,이두 풀업,biceps pull-up,biceps pull-up,STRENGTH,BICEPS,"[""ELBOW""]","[""UPPER_BACK"",""WRIST_HAND""]","[""ELBOW"",""UPPER_BACK"",""WRIST_HAND""]",REPS,3,8-12,,90,,MODERATE,bodyweight_pull_up_biceps_vertical_pull_bodyweight_pull_up_bar,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000012,케이블 디클라인 플라이,cable decline fly,cable decline fly,STRENGTH,CHEST,"[""CHEST""]","[""SHOULDER""]","[""CHEST"",""SHOULDER""]",REPS,3,10-15,,60-90,,MODERATE,cable_fly_isolation_cable_machine,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-COMPOUND-PULL-INTERMEDIATE-V1"",""BEGINNER"":""FITT-COMPOUND-PULL-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000013,케이블 디클라인 시티드 와이드그립 로우,cable decline seated wide-grip row,cable decline seated wide-grip row,STRENGTH,BACK,"[""UPPER_BACK""]","[""SHOULDER"",""ELBOW""]","[""UPPER_BACK"",""SHOULDER"",""ELBOW""]",REPS,3,8-12,,90,,MODERATE,seated_cable_row_horizontal_pull_cable_machine,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-COMPOUND-PULL-INTERMEDIATE-V1"",""BEGINNER"":""FITT-COMPOUND-PULL-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000014,케이블 바닥 시티드 와이드그립 로우,cable floor seated wide-grip row,cable floor seated wide-grip row,STRENGTH,BACK,"[""UPPER_BACK""]","[""SHOULDER"",""ELBOW""]","[""UPPER_BACK"",""SHOULDER"",""ELBOW""]",REPS,3,8-12,,90,,MODERATE,seated_cable_row_horizontal_pull_cable_machine,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-COMPOUND-PULL-INTERMEDIATE-V1"",""BEGINNER"":""FITT-COMPOUND-PULL-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000015,케이블 하이 로우(니링),cable high row (kneeling),cable high row (kneeling),STRENGTH,BACK,"[""UPPER_BACK""]","[""SHOULDER"",""ELBOW""]","[""UPPER_BACK"",""SHOULDER"",""ELBOW""]",REPS,3,8-12,,90,,MODERATE,seated_cable_row_horizontal_pull_cable_machine,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000016,케이블 인클라인 플라이(메디신볼),cable incline fly (on stability ball),cable incline fly (on stability ball),STRENGTH,CHEST,"[""CHEST"",""SHOULDER""]","[""ABDOMEN""]","[""CHEST"",""SHOULDER"",""ABDOMEN""]",REPS,3,10-15,,60-90,,MODERATE,cable_fly_isolation_cable_machine,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000017,케이블 인클라인 플라이,cable incline fly,cable incline fly,STRENGTH,CHEST,"[""CHEST""]","[""SHOULDER""]","[""CHEST"",""SHOULDER""]",REPS,3,10-15,,60-90,,MODERATE,cable_fly_isolation_cable_machine,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,INTERMEDIATE,APPROVED,,,,,,,,,,,,,,,,,false,"[""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000018,케이블 라잉 익스텐션 풀오버,cable lying extension pullover (with rope attachment),cable lying extension pullover (with rope attachment),STRENGTH,BACK,"[""UPPER_BACK""]","[""CHEST"",""ELBOW""]","[""UPPER_BACK"",""CHEST"",""ELBOW""]",REPS,3,10-15,,60-90,,MODERATE,barbell_pullover_isolation_barbell,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000019,케이블 라잉 플라이,cable lying fly,cable lying fly,STRENGTH,CHEST,"[""CHEST""]","[""SHOULDER""]","[""CHEST"",""SHOULDER""]",REPS,3,10-15,,60-90,,MODERATE,cable_fly_isolation_cable_machine,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-COMPOUND-PULL-INTERMEDIATE-V1"",""BEGINNER"":""FITT-COMPOUND-PULL-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000020,케이블 풀다운,cable pulldown,cable pulldown,STRENGTH,BACK,"[""UPPER_BACK""]","[""ELBOW"",""SHOULDER""]","[""UPPER_BACK"",""ELBOW"",""SHOULDER""]",REPS,3,8-12,,90,,MODERATE,lat_pulldown_vertical_pull_cable_machine,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000021,케이블 푸시다운,cable pushdown,cable pushdown,STRENGTH,TRICEPS,"[""ELBOW""]","[""SHOULDER""]","[""ELBOW"",""SHOULDER""]",REPS,3,10-15,,60-90,,MODERATE,cable_triceps_pushdown_isolation_cable_machine,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-COMPOUND-PULL-INTERMEDIATE-V1"",""BEGINNER"":""FITT-COMPOUND-PULL-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000022,케이블 리버스-그립 스트레이트 등 시티드 하이 로우,cable reverse-grip straight back seated high row,cable reverse-grip straight back seated high row,STRENGTH,BACK,"[""UPPER_BACK""]","[""SHOULDER"",""ELBOW""]","[""UPPER_BACK"",""SHOULDER"",""ELBOW""]",REPS,3,8-12,,90,,MODERATE,seated_cable_row_horizontal_pull_cable_machine,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,INTERMEDIATE,APPROVED,,,,,,,,,,,,,,,,,false,"[""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-CORE-DYNAMIC-INTERMEDIATE-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000023,케이블 러시안 트위스트(메디신볼),cable russian twists (on stability ball),cable russian twists (on stability ball),STRENGTH,CORE,"[""ABDOMEN""]","[""LOWER_BACK""]","[""ABDOMEN"",""LOWER_BACK""]",DURATION,2-3,,30-45,45-60,,LIGHT_MODERATE,bodyweight_russian_twist_core_brace_bodyweight,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-COMPOUND-PULL-INTERMEDIATE-V1"",""BEGINNER"":""FITT-COMPOUND-PULL-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000024,케이블 시티드 와이드그립 로우,cable seated wide-grip row,cable seated wide-grip row,STRENGTH,BACK,"[""UPPER_BACK""]","[""SHOULDER"",""ELBOW""]","[""UPPER_BACK"",""SHOULDER"",""ELBOW""]",REPS,3,8-12,,90,,MODERATE,seated_cable_row_horizontal_pull_cable_machine,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000025,케이블 슈러그,cable shrug,cable shrug,STRENGTH,BACK,"[""UPPER_BACK""]","[""SHOULDER""]","[""UPPER_BACK"",""SHOULDER""]",REPS,3,10-15,,60-90,,MODERATE,dumbbell_shrug_isolation_dumbbell,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000026,케이블 스탠딩 플라이,cable standing fly,cable standing fly,STRENGTH,CHEST,"[""CHEST""]","[""SHOULDER""]","[""CHEST"",""SHOULDER""]",REPS,3,10-15,,60-90,,MODERATE,cable_fly_isolation_cable_machine,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-CORE-DYNAMIC-INTERMEDIATE-V1"",""BEGINNER"":""FITT-CORE-DYNAMIC-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000027,케이블 턱 리버스 크런치,cable tuck reverse crunch,cable tuck reverse crunch,STRENGTH,CORE,"[""ABDOMEN""]","[""LOWER_BACK""]","[""ABDOMEN"",""LOWER_BACK""]",DURATION,2-3,,30-45,45-60,,LIGHT_MODERATE,bodyweight_reverse_crunch_core_brace_bodyweight,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-COMPOUND-PUSH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-COMPOUND-PUSH-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000028,클로즈그립 푸시업,close-grip push-up,close-grip push-up,STRENGTH,TRICEPS,"[""ELBOW"",""CHEST""]","[""SHOULDER"",""ABDOMEN""]","[""ELBOW"",""CHEST"",""SHOULDER"",""ABDOMEN""]",REPS,3,8-12,,90,,MODERATE,close_grip_push_up_horizontal_push_bodyweight,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-CORE-DYNAMIC-INTERMEDIATE-V1"",""BEGINNER"":""FITT-CORE-DYNAMIC-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000029,크런치 바닥,crunch floor,crunch floor,STRENGTH,CORE,"[""ABDOMEN""]","[""LOWER_BACK""]","[""ABDOMEN"",""LOWER_BACK""]",DURATION,2-3,,30-45,45-60,,LIGHT_MODERATE,bodyweight_crunch_core_brace_bodyweight,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-CORE-DYNAMIC-PER-SIDE-INTERMEDIATE-V1"",""BEGINNER"":""FITT-CORE-DYNAMIC-PER-SIDE-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000030,데드 버그,dead bug,dead bug,STRENGTH,CORE,"[""ABDOMEN""]","[""LOWER_BACK""]","[""ABDOMEN"",""LOWER_BACK""]",DURATION,2-3,,30-45,45-60,,LIGHT_MODERATE,dead_bug_core_brace_bodyweight,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-CORE-DYNAMIC-INTERMEDIATE-V1"",""BEGINNER"":""FITT-CORE-DYNAMIC-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000031,디클라인 크런치,decline crunch,decline crunch,STRENGTH,CORE,"[""ABDOMEN""]","[""LOWER_BACK""]","[""ABDOMEN"",""LOWER_BACK""]",DURATION,2-3,,30-45,45-60,,LIGHT_MODERATE,bodyweight_crunch_core_brace_bodyweight,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,INTERMEDIATE,APPROVED,,,,,,,,,,,,,,,,,false,"[""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-COMPOUND-HINGE-INTERMEDIATE-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000032,덤벨 데드리프트,dumbbell deadlift,dumbbell deadlift,STRENGTH,GLUTES,"[""HIP""]","[""KNEE"",""LOWER_BACK""]","[""HIP"",""KNEE"",""LOWER_BACK""]",REPS,3,8-12,,90,,MODERATE,barbell_deadlift_hip_dominant_barbell,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000033,덤벨 디클라인 슈러그,dumbbell decline shrug v. 2,dumbbell decline shrug v. 2,STRENGTH,BACK,"[""UPPER_BACK""]","[""SHOULDER""]","[""UPPER_BACK"",""SHOULDER""]",REPS,3,10-15,,60-90,,MODERATE,dumbbell_shrug_isolation_dumbbell,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000034,덤벨 디클라인 슈러그,dumbbell decline shrug,dumbbell decline shrug,STRENGTH,BACK,"[""UPPER_BACK""]","[""SHOULDER""]","[""UPPER_BACK"",""SHOULDER""]",REPS,3,10-15,,60-90,,MODERATE,dumbbell_shrug_isolation_dumbbell,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000035,덤벨 프론트 레이즈,dumbbell front raise v. 2,dumbbell front raise v. 2,STRENGTH,SHOULDERS,"[""SHOULDER""]","[""ELBOW""]","[""SHOULDER"",""ELBOW""]",REPS,3,10-15,,60-90,,MODERATE,barbell_front_raise_isolation_barbell,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000036,덤벨 프론트 레이즈,dumbbell front raise,dumbbell front raise,STRENGTH,SHOULDERS,"[""SHOULDER""]","[""ELBOW""]","[""SHOULDER"",""ELBOW""]",REPS,3,10-15,,60-90,,MODERATE,barbell_front_raise_isolation_barbell,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000037,덤벨 인클라인 리어 레터럴 레이즈,dumbbell incline rear lateral raise,dumbbell incline rear lateral raise,STRENGTH,SHOULDERS,"[""SHOULDER""]","[""UPPER_BACK""]","[""SHOULDER"",""UPPER_BACK""]",REPS,3,10-15,,60-90,,MODERATE,dumbbell_rear_fly_isolation_dumbbell,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000038,덤벨 인클라인 슈러그,dumbbell incline shrug,dumbbell incline shrug,STRENGTH,BACK,"[""UPPER_BACK""]","[""SHOULDER""]","[""UPPER_BACK"",""SHOULDER""]",REPS,3,10-15,,60-90,,MODERATE,dumbbell_shrug_isolation_dumbbell,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000039,덤벨 레터럴 레이즈,dumbbell lateral raise,dumbbell lateral raise,STRENGTH,SHOULDERS,"[""SHOULDER""]","[""ELBOW""]","[""SHOULDER"",""ELBOW""]",REPS,3,10-15,,60-90,,MODERATE,dumbbell_lateral_raise_isolation_dumbbell,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000040,덤벨 레터럴 투 프론트 레이즈,dumbbell lateral to front raise,dumbbell lateral to front raise,STRENGTH,SHOULDERS,"[""SHOULDER""]","[""ELBOW""]","[""SHOULDER"",""ELBOW""]",REPS,3,10-15,,60-90,,MODERATE,barbell_front_raise_isolation_barbell,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,INTERMEDIATE,APPROVED,,,,,,,,,,,,,,,,,false,"[""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-COMPOUND-LUNGE-INTERMEDIATE-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000041,덤벨 런지,dumbbell lunge,dumbbell lunge,STRENGTH,GLUTES,"[""HIP"",""KNEE""]","[""ANKLE_FOOT""]","[""HIP"",""KNEE"",""ANKLE_FOOT""]",REPS,3,8-12,,90,,MODERATE,bodyweight_forward_lunge_knee_dominant_bodyweight,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,BEGINNER,APPROVED,,,,,,,,,,,,,,,,,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000042,덤벨 라잉 리어 레터럴 레이즈,dumbbell lying rear lateral raise,dumbbell lying rear lateral raise,STRENGTH,SHOULDERS,"[""SHOULDER""]","[""UPPER_BACK""]","[""SHOULDER"",""UPPER_BACK""]",REPS,3,10-15,,60-90,,MODERATE,dumbbell_rear_fly_isolation_dumbbell,REVIEW_REQUIRED,true
V1_ALIAS,exercise-catalog-v2.0.2-draft,,,,,,,,INTERMEDIATE,APPROVED,,,,,,,,,,,,,,,,,false,"[""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-COMPOUND-PUSH-INTERMEDIATE-V1""}",,,,,REVIEW_REQUIRED,true,exercise-catalog-v1.0.0,NEX-000043,원암 덤벨 숄더 프레스,dumbbell one arm shoulder press v. 2,dumbbell one arm shoulder press v. 2,STRENGTH,SHOULDERS,"[""SHOULDER""]","[""ELBOW""]","[""SHOULDER"",""ELBOW""]",REPS,3,8-12,,90,,MODERATE,seated_shoulder_press_vertical_push_dumbbell,REVIEW_REQUIRED,true
