body_focus_code,catalog_version_code,default_rest_seconds,default_seconds_per_rep,default_transition_seconds,default_work_seconds,difficulty_code,difficulty_status,equipment_codes,form_cues_ko,instruction_content_version,instruction_summary_ko,location_codes,name_en,name_ko,primary_body_area_codes,primary_movement_pattern_code,production_eligible,recovery_eligible,representative_exercise_id,review_status_code,secondary_body_area_codes,source_identity,source_track,stable_code,timing_mode_code,training_type_code,canonical_status,canonical_decision_code,canonical_decision_source,canonical_decision_note_ko,v1_exercise_ids,record_type,allowed_experience_level_codes,fitt_template_ids_by_experience,fitt_mapping_exception_code,fitt_mapping_note,mapping_source_exercise_id,review_required
CARDIO,exercise-catalog-v2.0.2-final,60,,15,60,BEGINNER,APPROVED,['BODYWEIGHT'],"['주변 공간과 발을 디딜 곳을 확인한다.', '천천히 시작해 편안한 리듬을 찾는다.', '시선을 앞에 두고 발을 안정적으로 디딘다.', '속도와 움직임을 낮추며 마무리한다.']",representative-content-v0.1.0,달리기 운동은 일정한 리듬으로 몸을 움직이는 유산소 운동입니다.,['HOME'],run,달리기,"['ANKLE_FOOT', 'KNEE']",GAIT,False,False,REX-000062,DOMAIN_APPROVED,['HIP'],0685,gymvisual,cardio_gait_bodyweight_rex_000062,DURATION,CARDIO,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
QUADRICEPS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,APPROVED,['STABILITY_BALL'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,앉아서 짐볼 조이기 운동은 다른 부위의 움직임을 줄이고 허벅지 앞쪽을 집중해 사용하는 운동입니다.,['HOME'],의자에 앉아 다리로 짐볼 쥐기,앉아서 짐볼 조이기,['KNEE'],ISOLATION,False,False,REX-000063,DOMAIN_APPROVED,['HIP'],66e29f752b845bd1bcfa4cb737be1ede40daa81d869ea4b531c882b02ffb3c28,kspo,hip_adduction_isolation_stability_ball,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
QUADRICEPS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,APPROVED,['BODYWEIGHT'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,앉아서 고관절 굴곡 운동은 다른 부위의 움직임을 줄이고 허벅지 앞쪽을 집중해 사용하는 운동입니다.,['HOME'],앉아서 엉덩관절 굽히기,앉아서 고관절 굴곡,['KNEE'],ISOLATION,False,False,REX-000064,DOMAIN_APPROVED,['HIP'],dfd7eaa07d42e118610eb6756d8dcdc351f5b1f3c9a1262fa94aa18d92a87e09,kspo,hip_flexion_isolation_bodyweight_rex_000064,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
CARDIO,exercise-catalog-v2.0.2-final,60,,15,60,BEGINNER,APPROVED,['BODYWEIGHT'],"['주변 공간과 발을 디딜 곳을 확인한다.', '천천히 시작해 편안한 리듬을 찾는다.', '시선을 앞에 두고 발을 안정적으로 디딘다.', '속도와 움직임을 낮추며 마무리한다.']",representative-content-v0.1.0,짧은 보폭 달리기 운동은 일정한 리듬으로 몸을 움직이는 유산소 운동입니다.,['GYM'],short stride run,짧은 보폭 달리기,"['ANKLE_FOOT', 'KNEE']",GAIT,False,False,REX-000065,DOMAIN_APPROVED,['HIP'],3656,gymvisual,cardio_gait_bodyweight_rex_000065,DURATION,CARDIO,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,['BODYWEIGHT'],"['주변을 정리하고 필요하면 벽이나 의자 가까이에 선다.', '한 발을 바닥에 두고 다른 발을 천천히 들어 올린다.', '시선을 앞에 두고 몸이 흔들리지 않는 범위에서 유지한다.', '발을 천천히 내려 양발로 돌아온 뒤 반대쪽도 수행한다.']",representative-content-v0.1.0,한발 서기 균형 운동은 한 발로 서서 몸의 균형을 확인하는 운동입니다.,"['HOME', 'GYM']",FITT-CORE-STABILITY-V1,한발 서기 균형,['HIP'],BALANCE,False,True,REX-000066,DOMAIN_APPROVED,"['ANKLE_FOOT', 'KNEE']",19af0f76cad5e01830e662585e3cea621cf8563f1955f83114bef440606379c4,kspo,mobility_balance_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
CARDIO,exercise-catalog-v2.0.2-final,60,,15,60,BEGINNER,APPROVED,['STATIONARY_BIKE'],"['안장과 손잡이 위치를 편하게 맞춘다.', '페달에 발을 안정적으로 올리고 천천히 시작한다.', '상체를 편안히 유지하며 일정한 리듬으로 페달을 밟는다.', '저항과 속도를 낮추며 천천히 마무리한다.']",representative-content-v0.1.0,실내 자전거 운동은 고정된 자전거 페달을 일정한 리듬으로 밟는 유산소 운동입니다.,['GYM'],stationary bike run v. 3,실내 자전거,"['KNEE', 'HIP']",CYCLING,False,False,REX-000067,DOMAIN_APPROVED,['ANKLE_FOOT'],2138,gymvisual,cardio_cycling_stationary_bike,DURATION,CARDIO,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
CARDIO,exercise-catalog-v2.0.2-final,60,,15,60,BEGINNER,APPROVED,['STEP_BOX'],"['주변 공간과 발을 디딜 곳을 확인한다.', '천천히 시작해 편안한 리듬을 찾는다.', '시선을 앞에 두고 발을 안정적으로 디딘다.', '속도와 움직임을 낮추며 마무리한다.']",representative-content-v0.1.0,스텝박스 오르내리기 운동은 일정한 리듬으로 몸을 움직이는 유산소 운동입니다.,['HOME'],스텝박스 오르내리기,스텝박스 오르내리기,"['ANKLE_FOOT', 'KNEE']",GAIT,False,False,REX-000068,DOMAIN_APPROVED,['HIP'],00c41c823f6141adb2f3b7da95c1213fea98dac6cb3bfaf453f1a4989133d2d2,kspo,cardio_gait_step_box,DURATION,CARDIO,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
QUADRICEPS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,APPROVED,['RESISTANCE_BAND'],"['발을 편하게 벌리고 양발에 무게를 나눈다.', '엉덩이를 뒤로 보내며 무릎을 천천히 굽힌다.', '발바닥을 바닥에 두고 편한 범위까지만 내려간다.', '발로 바닥을 밀며 천천히 시작 자세로 돌아온다.']",representative-content-v0.1.0,누워서 밴드 레그 프레스 운동은 다리를 굽혔다 펴며 허벅지 앞쪽을 사용하는 운동입니다.,['HOME'],밴드 잡고 누워서 다리 밀기,누워서 밴드 레그 프레스,['KNEE'],KNEE_DOMINANT,False,False,REX-000069,DOMAIN_APPROVED,['HIP'],72cc612abf8747105b33f64e0661b713012fb3f2ae378cd5c5142215eedc899b,kspo,leg_press_knee_dominant_resistance_band,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
CARDIO,exercise-catalog-v2.0.2-final,60,,15,60,BEGINNER,APPROVED,['MACHINE'],"['주변 공간과 발을 디딜 곳을 확인한다.', '천천히 시작해 편안한 리듬을 찾는다.', '시선을 앞에 두고 발을 안정적으로 디딘다.', '속도와 움직임을 낮추며 마무리한다.']",representative-content-v0.1.0,경사 트레드밀 걷기 운동은 일정한 리듬으로 몸을 움직이는 유산소 운동입니다.,['GYM'],walking on incline treadmill,경사 트레드밀 걷기,"['ANKLE_FOOT', 'KNEE']",GAIT,False,False,REX-000070,DOMAIN_APPROVED,['HIP'],3666,gymvisual,cardio_gait_machine,DURATION,CARDIO,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
CARDIO,exercise-catalog-v2.0.2-final,60,,15,60,INTERMEDIATE,APPROVED,['MACHINE'],"['주변 공간과 발을 디딜 곳을 확인한다.', '천천히 시작해 편안한 리듬을 찾는다.', '시선을 앞에 두고 발을 안정적으로 디딘다.', '속도와 움직임을 낮추며 마무리한다.']",representative-content-v0.1.0,스텝밀 운동은 일정한 리듬으로 몸을 움직이는 유산소 운동입니다.,['GYM'],walking on stepmill,스텝밀,"['ANKLE_FOOT', 'KNEE']",GAIT,False,False,REX-000071,DOMAIN_APPROVED,['HIP'],2311,gymvisual,cardio_gait_machine_rex_000071,DURATION,CARDIO,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
CARDIO,exercise-catalog-v2.0.2-final,60,,15,60,BEGINNER,APPROVED,['ELLIPTICAL_MACHINE'],"['발판과 손잡이를 확인하고 양발을 안정적으로 올린다.', '천천히 페달을 움직이며 편한 리듬을 찾는다.', '시선을 앞에 두고 손잡이는 가볍게 잡는다.', '속도와 저항을 낮추며 발판에서 안전하게 내린다.']",representative-content-v0.1.0,일립티컬 운동은 발판과 손잡이를 함께 사용해 일정한 리듬으로 움직이는 유산소 운동입니다.,['GYM'],walk elliptical cross trainer,일립티컬,"['KNEE', 'HIP']",ELLIPTICAL,False,False,REX-000072,DOMAIN_APPROVED,['ANKLE_FOOT'],2141,gymvisual,cardio_elliptical_elliptical_machine,DURATION,CARDIO,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,INTERMEDIATE,APPROVED,['FOAM_ROLLER'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,롤러 등 스트레칭 운동은 상부 등 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",roller back stretch,롤러 등 스트레칭,['UPPER_BACK'],MOBILITY_STRETCH,False,True,REX-000073,DOMAIN_APPROVED,['LOWER_BACK'],2208,gymvisual,roller_back_stretch_mobility_stretch_foam_roller,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,INTERMEDIATE,APPROVED,['FOAM_ROLLER'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,롤러 둔근 스트레칭 운동은 고관절 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",roller hip stretch,롤러 둔근 스트레칭,['HIP'],MOBILITY_STRETCH,False,True,REX-000074,DOMAIN_APPROVED,['LOWER_BACK'],2202,gymvisual,roller_hip_stretch_mobility_stretch_foam_roller,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
CORE,exercise-catalog-v2.0.2-final,90,,15,30,INTERMEDIATE,APPROVED,['CABLE_MACHINE'],"['안내된 시작 자세를 안정적으로 잡는다.', '배 주변에 가볍게 힘을 주고 숨을 쉰다.', '몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다.', '천천히 시작 자세로 돌아온다.']",representative-content-v0.1.0,회전형 크런치 운동은 몸통을 유지하며 몸통 주변에 힘을 쓰는 운동입니다.,['GYM'],Cable Woodchoppers,회전형 크런치,['ABDOMEN'],CORE_BRACE,False,False,REX-000075,DOMAIN_APPROVED,"['LOWER_BACK', 'SHOULDER']",145,wger,rotation_variant_core_brace_cable_machine,DURATION,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
BACK,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,APPROVED,['CABLE_MACHINE'],"['가슴을 편안히 열고 손잡이나 기구를 잡는다.', '어깨를 끌어올리지 않고 팔꿈치를 뒤로 보낸다.', '손잡이를 몸 가까이 가져온 뒤 잠시 멈춘다.', '팔을 천천히 펴며 처음 위치로 돌아온다.']",representative-content-v0.1.0,로우 운동은 팔꿈치를 뒤로 보내며 등을 사용하는 운동입니다.,['GYM'],Seated Cable Row,로우,['UPPER_BACK'],HORIZONTAL_PULL,False,False,REX-000076,DOMAIN_APPROVED,"['ELBOW', 'SHOULDER']",1117,wger,row_variant_horizontal_pull_cable_machine,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,['BODYWEIGHT'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,러너스 스트레칭 운동은 발목과 발·무릎 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",runners stretch,러너스 스트레칭,"['ANKLE_FOOT', 'KNEE']",MOBILITY_STRETCH,False,True,REX-000077,DOMAIN_APPROVED,['HIP'],1585,gymvisual,runners_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
BACK,exercise-catalog-v2.0.2-final,90,4,15,,INTERMEDIATE,APPROVED,"['BODYWEIGHT', 'PULL_UP_BAR']","['손잡이를 안정적으로 잡고 몸을 준비한다.', '어깨를 내린 채 팔꿈치를 아래로 당긴다.', '조절할 수 있는 범위까지만 당긴다.', '팔을 천천히 펴며 시작 위치로 돌아온다.']",representative-content-v0.1.0,스캐풀라 풀업 운동은 팔꿈치를 아래로 당기며 등을 사용하는 운동입니다.,"['HOME', 'GYM']",scapular pull-up,스캐풀라 풀업,['UPPER_BACK'],VERTICAL_PULL,False,False,REX-000078,DOMAIN_APPROVED,"['SHOULDER', 'ELBOW']",0688,gymvisual,scapular_pull_up_vertical_pull_bodyweight_pull_up_bar,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
BACK,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,APPROVED,['CABLE_MACHINE'],"['가슴을 편안히 열고 손잡이나 기구를 잡는다.', '어깨를 끌어올리지 않고 팔꿈치를 뒤로 보낸다.', '손잡이를 몸 가까이 가져온 뒤 잠시 멈춘다.', '팔을 천천히 펴며 처음 위치로 돌아온다.']",representative-content-v0.1.0,시티드 케이블 로우 운동은 팔꿈치를 뒤로 보내며 등을 사용하는 운동입니다.,['GYM'],cable seated row,시티드 케이블 로우,['UPPER_BACK'],HORIZONTAL_PULL,False,False,REX-000079,DOMAIN_APPROVED,"['SHOULDER', 'ELBOW']",0861,gymvisual,seated_cable_row_horizontal_pull_cable_machine,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
CALVES,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,APPROVED,['BARBELL'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,시티드 카프 레이즈 운동은 다른 부위의 움직임을 줄이고 종아리를 집중해 사용하는 운동입니다.,['GYM'],barbell seated calf raise,시티드 카프 레이즈,['ANKLE_FOOT'],ISOLATION,False,False,REX-000080,DOMAIN_APPROVED,['KNEE'],0088,gymvisual,seated_calf_raise_isolation_barbell,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,['BODYWEIGHT'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,앉아서 종아리 스트레칭 운동은 발목과 발 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",seated calf stretch (male),앉아서 종아리 스트레칭,['ANKLE_FOOT'],MOBILITY_STRETCH,False,True,REX-000081,DOMAIN_APPROVED,['KNEE'],1390,gymvisual,seated_calf_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,['BODYWEIGHT'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,앉아서 둔근 스트레칭 운동은 고관절 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",seated glute stretch,앉아서 둔근 스트레칭,['HIP'],MOBILITY_STRETCH,False,True,REX-000082,DOMAIN_APPROVED,['KNEE'],1424,gymvisual,seated_glute_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
HAMSTRINGS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,APPROVED,['MACHINE'],"['기구에 앉아 몸과 기구의 위치를 맞춘다.', '다리를 천천히 굽힌다.', '조절할 수 있는 범위에서 잠시 멈춘다.', '천천히 다리를 되돌린다.']",representative-content-v0.1.0,레그 컬 운동은 다리를 굽혔다 펴며 허벅지 뒤쪽을 사용하는 운동입니다.,['GYM'],lever seated leg curl,레그 컬,['KNEE'],KNEE_FLEXION,False,False,REX-000083,DOMAIN_APPROVED,['HIP'],0599,gymvisual,seated_leg_curl_knee_flexion_machine,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,['BODYWEIGHT'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,앉아서 허리 스트레칭 운동은 허리 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",seated lower back stretch,앉아서 허리 스트레칭,['LOWER_BACK'],MOBILITY_STRETCH,False,True,REX-000084,DOMAIN_APPROVED,"['UPPER_BACK', 'ABDOMEN']",0690,gymvisual,seated_lower_back_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,['BODYWEIGHT'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,앉아서 이상근 스트레칭 운동은 고관절 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",seated piriformis stretch,앉아서 이상근 스트레칭,['HIP'],MOBILITY_STRETCH,False,True,REX-000085,DOMAIN_APPROVED,['KNEE'],2567,gymvisual,seated_piriformis_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
SHOULDERS,exercise-catalog-v2.0.2-final,90,4,15,,INTERMEDIATE,APPROVED,['DUMBBELL'],"['등과 발 또는 엉덩이를 안정적으로 둔다.', '손잡이나 기구를 어깨 가까이에 준비한다.', '허리를 꺾지 않고 편한 범위에서 위로 밀어낸다.', '천천히 시작 위치로 내려온다.']",representative-content-v0.1.0,숄더 프레스 운동은 팔을 위로 밀어 어깨를 사용하는 운동입니다.,"['HOME', 'GYM']",dumbbell seated shoulder press,숄더 프레스,['SHOULDER'],VERTICAL_PUSH,False,False,REX-000086,DOMAIN_APPROVED,['ELBOW'],0405,gymvisual,seated_shoulder_press_vertical_push_dumbbell,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,INTERMEDIATE,APPROVED,['BODYWEIGHT'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,시티드 와이드 앵글 스트레칭 운동은 고관절·무릎 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",seated wide angle pose sequence,시티드 와이드 앵글 스트레칭,"['HIP', 'KNEE']",MOBILITY_STRETCH,False,True,REX-000087,DOMAIN_APPROVED,[],1587,gymvisual,seated_wide_angle_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,['BODYWEIGHT'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,옆으로 누워 대퇴사두근 스트레칭 운동은 무릎 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",lying (side) quads stretch,옆으로 누워 대퇴사두근 스트레칭,['KNEE'],MOBILITY_STRETCH,False,True,REX-000088,DOMAIN_APPROVED,['HIP'],0613,gymvisual,side_lying_quadriceps_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,['BODYWEIGHT'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,손목 당기기 스트레칭 운동은 손목과 손 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",side wrist pull stretch,손목 당기기 스트레칭,['WRIST_HAND'],MOBILITY_STRETCH,False,True,REX-000089,DOMAIN_APPROVED,['ELBOW'],0721,gymvisual,side_wrist_pull_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
CORE,exercise-catalog-v2.0.2-final,90,,15,30,BEGINNER,APPROVED,['MAT'],"['안내된 시작 자세를 안정적으로 잡는다.', '배 주변에 가볍게 힘을 주고 숨을 쉰다.', '몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다.', '천천히 시작 자세로 돌아온다.']",representative-content-v0.1.0,버드독 운동은 몸통을 유지하며 몸통 주변에 힘을 쓰는 운동입니다.,['HOME'],네발기기 자세에서 팔 다리 들기,버드독,['ABDOMEN'],CORE_BRACE,False,False,REX-000090,DOMAIN_APPROVED,"['LOWER_BACK', 'HIP', 'SHOULDER']",ce0ab5a88d5e6c4243b2a910aa53ecff3aa783c716fa193711a1a6e44542b3a0,kspo,spine_core_brace_core_brace_mat,DURATION,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,['BODYWEIGHT'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,척추 스트레칭 운동은 상부 등·허리 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",spine stretch,척추 스트레칭,"['UPPER_BACK', 'LOWER_BACK']",MOBILITY_STRETCH,False,True,REX-000091,DOMAIN_APPROVED,['ABDOMEN'],1363,gymvisual,spine_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
