source_record_type,source_record_id,source_track,source_identity,source_key,source_name_ko,source_name_en,source_stable_code,final_stable_code,final_representative_exercise_id,mapping_status,active_canonical,decision_source,decision_code,review_pair_id,mapping_note_ko,active_legacy_alias_row
V1_ALIAS,NEX-000059,v1,v1:NEX-000059,v1:NEX-000059,덤벨 스탠딩 이두 컬,dumbbell standing biceps curl,dumbbell_standing_curl_isolation_dumbbell,dumbbell_standing_curl_isolation_dumbbell,REX-000030,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000060,v1,v1:NEX-000060,v1:NEX-000060,덤벨 스탠딩 프리처 컬,dumbbell standing preacher curl,dumbbell_preacher_curl_isolation_dumbbell,dumbbell_preacher_curl_isolation_dumbbell,REX-000027,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000061,v1,v1:NEX-000061,v1:NEX-000061,덤벨 스티프 레그 데드리프트,dumbbell stiff leg deadlift,barbell_straight_leg_deadlift_hip_dominant_barbell,barbell_straight_leg_deadlift_hip_dominant_barbell,REX-000007,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000062,v1,v1:NEX-000062,v1:NEX-000062,덤벨 스트레이트 레그 데드리프트,dumbbell straight leg deadlift,barbell_straight_leg_deadlift_hip_dominant_barbell,barbell_straight_leg_deadlift_hip_dominant_barbell,REX-000007,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000063,v1,v1:NEX-000063,v1:NEX-000063,트위스트 플랭크,front plank with twist,plank_rotation_core_brace_bodyweight,plank_rotation_core_brace_bodyweight,REX-000051,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000064,v1,v1:NEX-000064,v1:NEX-000064,백익스텐션,hyperextension,bodyweight_back_extension_hip_dominant_bodyweight,bodyweight_back_extension_hip_dominant_bodyweight,REX-000008,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000065,v1,v1:NEX-000065,v1:NEX-000065,인버스 레그 컬,inverse leg curl (bench support),seated_leg_curl_knee_flexion_machine,inverse_leg_curl_bench_support_isolation_bench,REX-000114,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00569,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000066,v1,v1:NEX-000066,v1:NEX-000066,인버티드 로우(스트랩),inverted row with straps,inverted_row_horizontal_pull_bodyweight,inverted_row_with_straps_isolation_stretch_strap,REX-000115,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00473,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000067,v1,v1:NEX-000067,v1:NEX-000067,인버티드 로우,inverted row,inverted_row_horizontal_pull_bodyweight,inverted_row_horizontal_pull_bodyweight,REX-000038,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000068,v1,v1:NEX-000068,v1:NEX-000068,케틀벨 런지,kettlebell lunge pass through,bodyweight_forward_lunge_knee_dominant_bodyweight,kettlebell_lunge_pass_through_isolation_kettlebell,REX-000116,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00310,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000069,v1,v1:NEX-000069,v1:NEX-000069,레그 익스텐션,lever leg extension,machine_leg_extension_isolation_machine,machine_leg_extension_isolation_machine,REX-000044,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000070,v1,v1:NEX-000070,v1:NEX-000070,시티드 카프 레이즈,lever seated calf raise,seated_calf_raise_isolation_barbell,seated_calf_raise_isolation_barbell,REX-000080,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000071,v1,v1:NEX-000071,v1:NEX-000071,시티드 레그 컬,lever seated leg curl,seated_leg_curl_knee_flexion_machine,seated_leg_curl_knee_flexion_machine,REX-000083,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000072,v1,v1:NEX-000072,v1:NEX-000072,라잉 사이드 대퇴사두 스트레칭,lying (side) quads stretch,side_lying_quadriceps_stretch_mobility_stretch_bodyweight,side_lying_quadriceps_stretch_mobility_stretch_bodyweight,REX-000088,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000073,v1,v1:NEX-000073,v1:NEX-000073,오버헤드 삼두 스트레칭,overhead triceps stretch,overhead_triceps_stretch_mobility_stretch_bodyweight,overhead_triceps_stretch_mobility_stretch_bodyweight,REX-000048,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000074,v1,v1:NEX-000074,v1:NEX-000074,푸시업,push-up,push_up_horizontal_push_bodyweight,push_up_horizontal_push_bodyweight,REX-000052,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000075,v1,v1:NEX-000075,v1:NEX-000075,리어 델토이드 스트레칭,rear deltoid stretch,rear_deltoid_stretch_mobility_stretch_bodyweight,rear_deltoid_stretch_mobility_stretch_bodyweight,REX-000053,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000076,v1,v1:NEX-000076,v1:NEX-000076,달리기,run,cardio_gait_bodyweight_rex_000062,cardio_gait_bodyweight_rex_000062,REX-000062,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000077,v1,v1:NEX-000077,v1:NEX-000077,러시안 트위스트,russian twist,bodyweight_russian_twist_core_brace_bodyweight,bodyweight_russian_twist_core_brace_bodyweight,REX-000014,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000078,v1,v1:NEX-000078,v1:NEX-000078,견갑 풀업,scapular pull-up,scapular_pull_up_vertical_pull_bodyweight_pull_up_bar,scapular_pull_up_vertical_pull_bodyweight_pull_up_bar,REX-000078,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000079,v1,v1:NEX-000079,v1:NEX-000079,앉아서 허리 스트레칭,seated lower back stretch,seated_lower_back_stretch_mobility_stretch_bodyweight,seated_lower_back_stretch_mobility_stretch_bodyweight,REX-000084,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000080,v1,v1:NEX-000080,v1:NEX-000080,사이드 크런치(벽),seated side crunch (wall),crunch_variant_core_brace_bodyweight,crunch_variant_core_brace_bodyweight,REX-000023,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000081,v1,v1:NEX-000081,v1:NEX-000081,인버스 레그 컬(바닥),self assisted inverse leg curl (on floor),seated_leg_curl_knee_flexion_machine,self_assisted_inverse_leg_curl_on_floor_isolation_bodyweight,REX-000117,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00570,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000082,v1,v1:NEX-000082,v1:NEX-000082,인버스 레그 컬,self assisted inverse leg curl,seated_leg_curl_knee_flexion_machine,self_assisted_inverse_leg_curl_isolation_bodyweight,REX-000118,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00571,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000083,v1,v1:NEX-000083,v1:NEX-000083,사이드 푸시 목 스트레칭,side push neck stretch,neck_lateral_stretch_mobility_stretch_bodyweight,neck_lateral_stretch_mobility_stretch_bodyweight,REX-000045,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000084,v1,v1:NEX-000084,v1:NEX-000084,사이드 리스트 풀 스트레칭,side wrist pull stretch,side_wrist_pull_stretch_mobility_stretch_bodyweight,side_wrist_pull_stretch_mobility_stretch_bodyweight,REX-000089,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000085,v1,v1:NEX-000085,v1:NEX-000085,스미스 리버스 카프 레이즈,smith reverse calf raises,reverse_calf_raise_isolation_resistance_band,smith_reverse_calf_raises_isolation_machine,REX-000119,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00518,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000086,v1,v1:NEX-000086,v1:NEX-000086,레터럴 스트레칭,standing lateral stretch,standing_lateral_stretch_mobility_stretch_bodyweight,standing_lateral_stretch_mobility_stretch_bodyweight,REX-000095,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000087,v1,v1:NEX-000087,v1:NEX-000087,싱글 레그 컬,standing single leg curl,seated_leg_curl_knee_flexion_machine,seated_leg_curl_knee_flexion_machine,REX-000083,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000088,v1,v1:NEX-000088,v1:NEX-000088,서스펜디드 리버스 크런치,suspended reverse crunch,bodyweight_reverse_crunch_core_brace_bodyweight,bodyweight_reverse_crunch_core_brace_bodyweight,REX-000013,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000089,v1,v1:NEX-000089,v1:NEX-000089,삼두 스트레칭,triceps stretch,triceps_stretch_mobility_stretch_bodyweight,triceps_stretch_mobility_stretch_bodyweight,REX-000096,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000090,v1,v1:NEX-000090,v1:NEX-000090,중량 러시안 트위스트(레그 업),weighted russian twist (legs up),bodyweight_russian_twist_core_brace_bodyweight,weighted_russian_twist_legs_up_isolation_bodyweight,REX-000120,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00329,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000091,v1,v1:NEX-000091,v1:NEX-000091,중량 러시안 트위스트(바닥 터치),weighted russian twist,bodyweight_russian_twist_core_brace_bodyweight,bodyweight_russian_twist_core_brace_bodyweight,REX-000014,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000092,v1,v1:NEX-000092,v1:NEX-000092,중량 스탠딩 손 스퀴즈,weighted standing hand squeeze,hand_grip_squeeze_isolation_household_weight,hand_grip_squeeze_isolation_household_weight,REX-000035,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000093,v1,v1:NEX-000093,v1:NEX-000093,케이블 시티드 로우,cable seated row,seated_cable_row_horizontal_pull_cable_machine,seated_cable_row_horizontal_pull_cable_machine,REX-000079,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000094,v1,v1:NEX-000094,v1:NEX-000094,리버스 크런치,reverse crunch,bodyweight_reverse_crunch_core_brace_bodyweight,bodyweight_reverse_crunch_core_brace_bodyweight,REX-000013,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000095,v1,v1:NEX-000095,v1:NEX-000095,케이블 리버스 크런치,cable reverse crunch,bodyweight_reverse_crunch_core_brace_bodyweight,bodyweight_reverse_crunch_core_brace_bodyweight,REX-000013,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000096,v1,v1:NEX-000096,v1:NEX-000096,밴드 바이시클 크런치,band bicycle crunch,rotation_variant_core_brace_cable_machine,band_bicycle_crunch_isolation_resistance_band,REX-000121,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00531,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000097,v1,v1:NEX-000097,v1:NEX-000097,밴드 프론트 레터럴 레이즈,band front lateral raise,dumbbell_lateral_raise_isolation_dumbbell,dumbbell_lateral_raise_isolation_dumbbell,REX-000026,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000098,v1,v1:NEX-000098,v1:NEX-000098,밴드 프론트 레이즈,band front raise,barbell_front_raise_isolation_barbell,barbell_front_raise_isolation_barbell,REX-000005,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000099,v1,v1:NEX-000099,v1:NEX-000099,밴드 니링 트위스트 크런치,band kneeling twisting crunch,rotation_variant_core_brace_cable_machine,band_kneeling_twisting_crunch_isolation_resistance_band,REX-000122,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00532,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000100,v1,v1:NEX-000100,v1:NEX-000100,밴드 리버스 리스트 컬,band reverse wrist curl,reverse_wrist_curl_isolation_barbell,reverse_wrist_curl_isolation_barbell,REX-000055,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000101,v1,v1:NEX-000101,v1:NEX-000101,밴드 숄더 프레스,band shoulder press,seated_shoulder_press_vertical_push_dumbbell,seated_shoulder_press_vertical_push_dumbbell,REX-000086,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000102,v1,v1:NEX-000102,v1:NEX-000102,밴드 싱글 레그 카프 레이즈,band single leg calf raise,bodyweight_standing_calf_raise_isolation_bodyweight,bodyweight_standing_calf_raise_isolation_bodyweight,REX-000016,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000103,v1,v1:NEX-000103,v1:NEX-000103,밴드 싱글 레그 리버스 카프 레이즈,band single leg reverse calf raise,reverse_calf_raise_isolation_resistance_band,reverse_calf_raise_isolation_resistance_band,REX-000054,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000104,v1,v1:NEX-000104,v1:NEX-000104,밴드 스티프 레그 데드리프트,band stiff leg deadlift,barbell_straight_leg_deadlift_hip_dominant_barbell,barbell_straight_leg_deadlift_hip_dominant_barbell,REX-000007,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000105,v1,v1:NEX-000105,v1:NEX-000105,밴드 리스트 컬,band wrist curl,wrist_curl_isolation_barbell,wrist_curl_isolation_barbell,REX-000102,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000106,v1,v1:NEX-000106,v1:NEX-000106,밴드 슈러그,band shrug,dumbbell_shrug_isolation_dumbbell,dumbbell_shrug_isolation_dumbbell,REX-000029,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000107,v1,v1:NEX-000107,v1:NEX-000107,밴드 스트레이트 등 스티프 레그 데드리프트,band straight back stiff leg deadlift,barbell_straight_leg_deadlift_hip_dominant_barbell,barbell_straight_leg_deadlift_hip_dominant_barbell,REX-000007,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000108,v1,v1:NEX-000108,v1:NEX-000108,다이내믹 체스트 스트레칭,dynamic chest stretch (male),dynamic_chest_stretch_mobility_stretch_bodyweight,dynamic_chest_stretch_mobility_stretch_bodyweight,REX-000032,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000109,v1,v1:NEX-000109,v1:NEX-000109,케이블 원암 디클라인 체스트 플라이,cable one arm decline chest fly,cable_fly_isolation_cable_machine,cable_one_arm_decline_chest_fly_isolation_cable_machine,REX-000123,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00368,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000110,v1,v1:NEX-000110,v1:NEX-000110,체스트 및 앞쪽 어깨 스트레칭,chest and front of shoulder stretch,chest_front_shoulder_stretch_mobility_stretch_bodyweight,chest_front_shoulder_stretch_mobility_stretch_bodyweight,REX-000021,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000111,v1,v1:NEX-000111,v1:NEX-000111,광배근 스트레칭,kneeling lat stretch,kneeling_lat_stretch_mobility_stretch_bodyweight,kneeling_lat_stretch_mobility_stretch_bodyweight,REX-000039,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000112,v1,v1:NEX-000112,v1:NEX-000112,허리 스트레칭,lower back curl,lower_back_curl_core_brace_bodyweight,lower_back_curl_core_brace_bodyweight,REX-000043,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000113,v1,v1:NEX-000113,v1:NEX-000113,벽 짚고 한 팔 운동,one arm against wall,one_arm_wall_lats_isolation_bodyweight,one_arm_wall_lats_isolation_bodyweight,REX-000046,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000114,v1,v1:NEX-000114,v1:NEX-000114,척추 스트레칭,spine stretch,spine_stretch_mobility_stretch_bodyweight,spine_stretch_mobility_stretch_bodyweight,REX-000091,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000115,v1,v1:NEX-000115,v1:NEX-000115,등 위쪽 스트레칭,upper back stretch,upper_back_stretch_mobility_stretch_bodyweight,upper_back_stretch_mobility_stretch_bodyweight,REX-000098,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000116,v1,v1:NEX-000116,v1:NEX-000116,발목 돌리기,ankle circles,ankle_circles_mobility_stretch_bodyweight,ankle_circles_mobility_stretch_bodyweight,REX-000003,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000117,v1,v1:NEX-000117,v1:NEX-000117,밴드 양발 카프 레이즈,band two legs calf raise - (band under both legs) v. 2,bodyweight_standing_calf_raise_isolation_bodyweight,band_two_legs_calf_raise_band_under_both_legs_v_2_isolation_resistance_band,REX-000124,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00340,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000118,v1,v1:NEX-000118,v1:NEX-000118,맨몸 스탠딩 카프 레이즈,bodyweight standing calf raise,bodyweight_standing_calf_raise_isolation_bodyweight,bodyweight_standing_calf_raise_isolation_bodyweight,REX-000016,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000119,v1,v1:NEX-000119,v1:NEX-000119,벽 짚고 종아리 스트레칭,calf stretch with hands against wall,wall_calf_stretch_mobility_stretch_bodyweight,wall_calf_stretch_mobility_stretch_bodyweight,REX-000099,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000120,v1,v1:NEX-000120,v1:NEX-000120,덤벨 시티드 카프 레이즈,dumbbell seated calf raise,seated_calf_raise_isolation_barbell,seated_calf_raise_isolation_barbell,REX-000080,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000121,v1,v1:NEX-000121,v1:NEX-000121,한발 동키 카프 레이즈,one leg donkey calf raise,bodyweight_standing_calf_raise_isolation_bodyweight,one_leg_donkey_calf_raise_isolation_bodyweight,REX-000125,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00341,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000122,v1,v1:NEX-000122,v1:NEX-000122,한발 카프 레이즈,one leg floor calf raise,bodyweight_standing_calf_raise_isolation_bodyweight,bodyweight_standing_calf_raise_isolation_bodyweight,REX-000016,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000123,v1,v1:NEX-000123,v1:NEX-000123,종아리 바깥쪽 스트레칭,peroneals stretch,peroneal_stretch_mobility_stretch_stretch_strap,peroneal_stretch_mobility_stretch_stretch_strap,REX-000050,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000124,v1,v1:NEX-000124,v1:NEX-000124,시티드 카프 스트레칭,seated calf stretch (male),seated_calf_stretch_mobility_stretch_bodyweight,seated_calf_stretch_mobility_stretch_bodyweight,REX-000081,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000125,v1,v1:NEX-000125,v1:NEX-000125,목 스트레칭,neck side stretch,neck_lateral_stretch_mobility_stretch_bodyweight,neck_lateral_stretch_mobility_stretch_bodyweight,REX-000045,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
