representative_group_key,representative_exercise_id,stable_code,representative_role,representative_selection_basis,display_name_before,display_name_after,identity_decision_code,identity_review_status,identity_review_codes,location_codes,home_default_recommendation,gym_default_recommendation,representative_location_separation,review_required
canonical:band_two_legs_calf_raise_band_under_both_legs_v_2_isolation_resistance_band,REX-000124,band_two_legs_calf_raise_band_under_both_legs_v_2_isolation_resistance_band,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,밴드 양발 카프 레이즈,밴드 양발 카프 레이즈,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:one_leg_donkey_calf_raise_isolation_bodyweight,REX-000125,one_leg_donkey_calf_raise_isolation_bodyweight,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,한발 동키 카프 레이즈,한발 동키 카프 레이즈,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:dumbbell_alternate_hammer_preacher_curl_isolation_dumbbell,REX-000126,dumbbell_alternate_hammer_preacher_curl_isolation_dumbbell,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,덤벨 해머 프리처 컬,덤벨 해머 프리처 컬,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:lever_pullover_isolation_machine,REX-000127,lever_pullover_isolation_machine,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,풀오버,머신 풀오버,LABEL_REFINED,REFINED_APPLIED,"[""DISPLAY_NAME_VARIANT_DESCRIPTOR_REVIEWED""]","[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:lever_seated_calf_press_isolation_machine,REX-000128,lever_seated_calf_press_isolation_machine,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,시티드 카프 프레스,시티드 카프 프레스,IDENTITY_RETAINED,RETAINED,[],"[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:resistance_band_leg_extension_isolation_resistance_band,REX-000130,resistance_band_leg_extension_isolation_resistance_band,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,밴드 레그 익스텐션,밴드 레그 익스텐션,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:ez_bar_lying_bent_arms_pullover_isolation_ez_bar,REX-000131,ez_bar_lying_bent_arms_pullover_isolation_ez_bar,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,라잉 벤트 암 풀오버,라잉 벤트 암 풀오버,IDENTITY_RETAINED,RETAINED,[],"[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:dumbbell_rear_delt_row_isolation_dumbbell,REX-000133,dumbbell_rear_delt_row_isolation_dumbbell,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,덤벨 델트 로우,덤벨 델트 로우,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:incline_chest_supported_dumbbell_row_isolation_dumbbell,REX-000134,incline_chest_supported_dumbbell_row_isolation_dumbbell,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,인클라인 체스트 덤벨 로우,인클라인 체스트 서포티드 덤벨 로우,LABEL_REFINED,REFINED_APPLIED,"[""DISPLAY_NAME_VARIANT_DESCRIPTOR_REVIEWED""]","[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:calf_press_using_leg_press_machine_isolation_machine,REX-000135,calf_press_using_leg_press_machine_isolation_machine,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,머신 카프 프레스,머신 카프 프레스,IDENTITY_RETAINED,RETAINED,[],"[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:leg_curl_with_elastic_isolation_resistance_band,REX-000136,leg_curl_with_elastic_isolation_resistance_band,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,밴드 레그 컬,밴드 레그 컬,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:bulgarian_squat_with_dumbbells_isolation_dumbbell,REX-000137,bulgarian_squat_with_dumbbells_isolation_dumbbell,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,덤벨 불가리안 스플릿 스쿼트,덤벨 불가리안 스플릿 스쿼트,IDENTITY_RETAINED,RETAINED,[],"[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
