source_exercise_id,source_exercise_name,alternative_exercise_id,alternative_exercise_name,alternative_type,goal_code,goal_match,movement_pattern_match,source_met_value,alternative_met_value,met_difference,difficulty_difference,reason,trigger_condition,direction,confidence,evidence_basis,review_status,production_eligible
NEX-000093,cable seated row,NEX-000199,Inverted Lat Pull Down,CONSTRAINT,HORIZONTAL_PULL_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HORIZONTAL_PULL, source_equipment=CABLE_MACHINE, source_difficulty=BEGINNER; alternative_pattern=HORIZONTAL_PULL, alternative_equipment=PULL_UP_BAR, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000079->REX-000038; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000095,cable reverse crunch,NEX-000029,crunch floor,CONSTRAINT,CORE_STABILITY,true,true,3.8,3.0,-0.8,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=CABLE_MACHINE, source_difficulty=REVIEW_REQUIRED; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000013->REX-000009; MET_mapping=APPROVED(3.8->3.0)",APPROVED,false
NEX-000095,cable reverse crunch,NEX-000112,lower back curl,CONSTRAINT,CORE_STABILITY,true,true,3.8,2.8,-1.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=CABLE_MACHINE, source_difficulty=REVIEW_REQUIRED; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000013->REX-000043; MET_mapping=APPROVED(3.8->2.8)",APPROVED,false
NEX-000096,band bicycle crunch,NEX-000094,reverse crunch,CONSTRAINT,CORE_STABILITY,true,true,3.8,3.0,-0.8,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=RESISTANCE_BAND, source_difficulty=REVIEW_REQUIRED; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000075->REX-000013; MET_mapping=APPROVED(3.8->3.0)",APPROVED,false
NEX-000096,band bicycle crunch,NEX-000112,lower back curl,CONSTRAINT,CORE_STABILITY,true,true,3.8,2.8,-1.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=RESISTANCE_BAND, source_difficulty=REVIEW_REQUIRED; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000075->REX-000043; MET_mapping=APPROVED(3.8->2.8)",APPROVED,false
NEX-000099,band kneeling twisting crunch,NEX-000094,reverse crunch,CONSTRAINT,CORE_STABILITY,true,true,3.8,3.0,-0.8,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=RESISTANCE_BAND, source_difficulty=REVIEW_REQUIRED; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000075->REX-000013; MET_mapping=APPROVED(3.8->3.0)",APPROVED,false
NEX-000099,band kneeling twisting crunch,NEX-000112,lower back curl,CONSTRAINT,CORE_STABILITY,true,true,3.8,2.8,-1.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=RESISTANCE_BAND, source_difficulty=REVIEW_REQUIRED; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000075->REX-000043; MET_mapping=APPROVED(3.8->2.8)",APPROVED,false
NEX-000103,band single leg reverse calf raise,NEX-000121,one leg donkey calf raise,CONSTRAINT,ISOLATION_CALF_RAISE,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=RESISTANCE_BAND, source_difficulty=BEGINNER; alternative_pattern=ISOLATION, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000054->REX-000016; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000103,band single leg reverse calf raise,NEX-000122,one leg floor calf raise,CONSTRAINT,ISOLATION_CALF_RAISE,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=RESISTANCE_BAND, source_difficulty=BEGINNER; alternative_pattern=ISOLATION, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000054->REX-000016; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000104,band stiff leg deadlift,NEX-000162,low glute bridge on floor,CONSTRAINT,POSTERIOR_CHAIN_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HIP_DOMINANT, source_equipment=RESISTANCE_BAND, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HIP_DOMINANT, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000007->REX-000011; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000107,band straight back stiff leg deadlift,NEX-000162,low glute bridge on floor,CONSTRAINT,POSTERIOR_CHAIN_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HIP_DOMINANT, source_equipment=RESISTANCE_BAND, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HIP_DOMINANT, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000007->REX-000011; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000120,dumbbell seated calf raise,NEX-000058,dumbbell single leg calf raise,CONSTRAINT,ISOLATION_CALF_RAISE,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000080->REX-000016; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000120,dumbbell seated calf raise,NEX-000117,band two legs calf raise - (band under both legs),CONSTRAINT,ISOLATION_CALF_RAISE,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=RESISTANCE_BAND, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000080->REX-000016; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000123,peroneals stretch,NEX-000119,calf stretch with hands against wall,CONSTRAINT,MOBILITY_CALF,true,true,2.3,2.3,0.0,-1,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=MOBILITY_STRETCH, source_equipment=ROPE, source_difficulty=INTERMEDIATE; alternative_pattern=MOBILITY_STRETCH, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000050->REX-000099; MET_mapping=APPROVED(2.3->2.3)",APPROVED,false
NEX-000123,peroneals stretch,NEX-000124,seated calf stretch,CONSTRAINT,MOBILITY_CALF,true,true,2.3,2.3,0.0,-1,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=MOBILITY_STRETCH, source_equipment=ROPE, source_difficulty=INTERMEDIATE; alternative_pattern=MOBILITY_STRETCH, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000050->REX-000081; MET_mapping=APPROVED(2.3->2.3)",APPROVED,false
NEX-000131,all fours squad stretch,NEX-000072,lying (side) quads stretch,INTENSITY,MOBILITY_QUAD,true,true,2.3,2.3,0.0,-1,운동 목적과 movement pattern을 유지하되 난이도와 MET가 낮은 운동으로 조절한다.,초보자·수행 실패 가능성·현재 체력 부족,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=MOBILITY_STRETCH, source_equipment=BODYWEIGHT, source_difficulty=INTERMEDIATE; alternative_pattern=MOBILITY_STRETCH, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000002->REX-000088; MET_mapping=APPROVED(2.3->2.3)",APPROVED,false
NEX-000131,all fours squad stretch,NEX-000132,chair leg extended stretch,INTENSITY,MOBILITY_QUAD,true,true,2.3,2.3,0.0,-1,운동 목적과 movement pattern을 유지하되 난이도와 MET가 낮은 운동으로 조절한다.,초보자·수행 실패 가능성·현재 체력 부족,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=MOBILITY_STRETCH, source_equipment=BODYWEIGHT, source_difficulty=INTERMEDIATE; alternative_pattern=MOBILITY_STRETCH, alternative_equipment=BODYWEIGHT|CHAIR, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000002->REX-000020; MET_mapping=APPROVED(2.3->2.3)",APPROVED,false
NEX-000132,chair leg extended stretch,NEX-000072,lying (side) quads stretch,CONSTRAINT,MOBILITY_QUAD,true,true,2.3,2.3,0.0,0,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=MOBILITY_STRETCH, source_equipment=BODYWEIGHT|CHAIR, source_difficulty=BEGINNER; alternative_pattern=MOBILITY_STRETCH, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000020->REX-000088; MET_mapping=APPROVED(2.3->2.3)",APPROVED,false
NEX-000133,exercise ball hip flexor stretch,NEX-000126,seated glute stretch,CONSTRAINT,MOBILITY_GLUTE,true,true,2.3,2.3,0.0,-1,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=MOBILITY_STRETCH, source_equipment=STABILITY_BALL, source_difficulty=INTERMEDIATE; alternative_pattern=MOBILITY_STRETCH, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000033->REX-000082; MET_mapping=APPROVED(2.3->2.3)",APPROVED,false
NEX-000133,exercise ball hip flexor stretch,NEX-000157,seated piriformis stretch,CONSTRAINT,MOBILITY_GLUTE,true,true,2.3,2.3,0.0,-1,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=MOBILITY_STRETCH, source_equipment=STABILITY_BALL, source_difficulty=INTERMEDIATE; alternative_pattern=MOBILITY_STRETCH, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000033->REX-000085; MET_mapping=APPROVED(2.3->2.3)",APPROVED,false
NEX-000134,intermediate hip flexor and quad stretch,NEX-000131,all fours squad stretch,CONSTRAINT,MOBILITY_QUAD,true,true,2.3,2.3,0.0,0,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=MOBILITY_STRETCH, source_equipment=ROPE, source_difficulty=INTERMEDIATE; alternative_pattern=MOBILITY_STRETCH, alternative_equipment=BODYWEIGHT, alternative_difficulty=INTERMEDIATE); representative_taxonomy=REX-000036->REX-000002; MET_mapping=APPROVED(2.3->2.3)",APPROVED,false
NEX-000134,intermediate hip flexor and quad stretch,NEX-000132,chair leg extended stretch,CONSTRAINT,MOBILITY_QUAD,true,true,2.3,2.3,0.0,-1,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=MOBILITY_STRETCH, source_equipment=ROPE, source_difficulty=INTERMEDIATE; alternative_pattern=MOBILITY_STRETCH, alternative_equipment=BODYWEIGHT|CHAIR, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000036->REX-000020; MET_mapping=APPROVED(2.3->2.3)",APPROVED,false
NEX-000134,intermediate hip flexor and quad stretch,NEX-000072,lying (side) quads stretch,INTENSITY,MOBILITY_QUAD,true,true,2.3,2.3,0.0,-1,운동 목적과 movement pattern을 유지하되 난이도와 MET가 낮은 운동으로 조절한다.,초보자·수행 실패 가능성·현재 체력 부족,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=MOBILITY_STRETCH, source_equipment=ROPE, source_difficulty=INTERMEDIATE; alternative_pattern=MOBILITY_STRETCH, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000036->REX-000088; MET_mapping=APPROVED(2.3->2.3)",APPROVED,false
NEX-000137,seated wide angle pose sequence,NEX-000136,runners stretch,INTENSITY,MOBILITY_HAMSTRING,true,true,2.3,2.3,0.0,-1,운동 목적과 movement pattern을 유지하되 난이도와 MET가 낮은 운동으로 조절한다.,초보자·수행 실패 가능성·현재 체력 부족,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=MOBILITY_STRETCH, source_equipment=BODYWEIGHT, source_difficulty=INTERMEDIATE; alternative_pattern=MOBILITY_STRETCH, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000087->REX-000077; MET_mapping=APPROVED(2.3->2.3)",APPROVED,false
NEX-000137,seated wide angle pose sequence,NEX-000138,standing hamstring and calf stretch with strap,INTENSITY,MOBILITY_HAMSTRING,true,true,2.3,2.3,0.0,-1,운동 목적과 movement pattern을 유지하되 난이도와 MET가 낮은 운동으로 조절한다.,초보자·수행 실패 가능성·현재 체력 부족,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=MOBILITY_STRETCH, source_equipment=BODYWEIGHT, source_difficulty=INTERMEDIATE; alternative_pattern=MOBILITY_STRETCH, alternative_equipment=ROPE, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000087->REX-000094; MET_mapping=APPROVED(2.3->2.3)",APPROVED,false
NEX-000138,standing hamstring and calf stretch with strap,NEX-000139,world greatest stretch,CONSTRAINT,MOBILITY_HAMSTRING,true,true,2.3,2.3,0.0,1,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=MOBILITY_STRETCH, source_equipment=ROPE, source_difficulty=BEGINNER; alternative_pattern=MOBILITY_STRETCH, alternative_equipment=BODYWEIGHT, alternative_difficulty=INTERMEDIATE); representative_taxonomy=REX-000094->REX-000100; MET_mapping=APPROVED(2.3->2.3)",APPROVED,false
NEX-000139,world greatest stretch,NEX-000136,runners stretch,INTENSITY,MOBILITY_HAMSTRING,true,true,2.3,2.3,0.0,-1,운동 목적과 movement pattern을 유지하되 난이도와 MET가 낮은 운동으로 조절한다.,초보자·수행 실패 가능성·현재 체력 부족,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=MOBILITY_STRETCH, source_equipment=BODYWEIGHT, source_difficulty=INTERMEDIATE; alternative_pattern=MOBILITY_STRETCH, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000100->REX-000077; MET_mapping=APPROVED(2.3->2.3)",APPROVED,false
NEX-000140,dumbbell alternate hammer preacher curl,NEX-000052,dumbbell reverse wrist curl,CONSTRAINT,ISOLATION_ELBOW_FLEXION,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000027->REX-000055; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000140,dumbbell alternate hammer preacher curl,NEX-000059,dumbbell standing biceps curl,CONSTRAINT,ISOLATION_ELBOW_FLEXION,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=DUMBBELL, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000027->REX-000030; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000141,dumbbell alternate preacher curl,NEX-000052,dumbbell reverse wrist curl,CONSTRAINT,ISOLATION_ELBOW_FLEXION,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000027->REX-000055; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000141,dumbbell alternate preacher curl,NEX-000059,dumbbell standing biceps curl,CONSTRAINT,ISOLATION_ELBOW_FLEXION,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=DUMBBELL, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000027->REX-000030; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000142,dumbbell goblet squat,NEX-000128,walking lunge,CONSTRAINT,KNEE_DOMINANT_STRENGTH,true,true,5.0,3.8,-1.2,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=KNEE_DOMINANT, source_equipment=DUMBBELL, source_difficulty=BEGINNER; alternative_pattern=KNEE_DOMINANT, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000025->REX-000010; MET_mapping=APPROVED(5.0->3.8)",APPROVED,false
NEX-000142,dumbbell goblet squat,NEX-000165,forward lunge,CONSTRAINT,KNEE_DOMINANT_STRENGTH,true,true,5.0,3.8,-1.2,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=KNEE_DOMINANT, source_equipment=DUMBBELL, source_difficulty=BEGINNER; alternative_pattern=KNEE_DOMINANT, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000025->REX-000010; MET_mapping=APPROVED(5.0->3.8)",APPROVED,false
NEX-000142,dumbbell goblet squat,NEX-000159,dumbbell step-up lunge,RECOVERY,KNEE_DOMINANT_STRENGTH,true,true,5.0,3.8,-1.2,,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=KNEE_DOMINANT, source_equipment=DUMBBELL, source_difficulty=BEGINNER; alternative_pattern=KNEE_DOMINANT, alternative_equipment=DUMBBELL|STEP_BOX, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000025->REX-000031; MET_mapping=APPROVED(5.0->3.8)",APPROVED,false
NEX-000142,dumbbell goblet squat,NEX-000167,dumbbell contralateral forward lunge,RECOVERY,KNEE_DOMINANT_STRENGTH,true,true,5.0,3.8,-1.2,,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=KNEE_DOMINANT, source_equipment=DUMBBELL, source_difficulty=BEGINNER; alternative_pattern=KNEE_DOMINANT, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000025->REX-000010; MET_mapping=APPROVED(5.0->3.8)",APPROVED,false
NEX-000145,roller hip stretch,NEX-000126,seated glute stretch,CONSTRAINT,MOBILITY_GLUTE,true,true,2.3,2.3,0.0,-1,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=MOBILITY_STRETCH, source_equipment=FOAM_ROLLER, source_difficulty=INTERMEDIATE; alternative_pattern=MOBILITY_STRETCH, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000074->REX-000082; MET_mapping=APPROVED(2.3->2.3)",APPROVED,false
NEX-000145,roller hip stretch,NEX-000157,seated piriformis stretch,CONSTRAINT,MOBILITY_GLUTE,true,true,2.3,2.3,0.0,-1,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=MOBILITY_STRETCH, source_equipment=FOAM_ROLLER, source_difficulty=INTERMEDIATE; alternative_pattern=MOBILITY_STRETCH, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000074->REX-000085; MET_mapping=APPROVED(2.3->2.3)",APPROVED,false
NEX-000146,roller reverse crunch,NEX-000029,crunch floor,CONSTRAINT,CORE_STABILITY,true,true,3.8,3.0,-0.8,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=FOAM_ROLLER, source_difficulty=REVIEW_REQUIRED; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000013->REX-000009; MET_mapping=APPROVED(3.8->3.0)",APPROVED,false
NEX-000146,roller reverse crunch,NEX-000112,lower back curl,CONSTRAINT,CORE_STABILITY,true,true,3.8,2.8,-1.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=FOAM_ROLLER, source_difficulty=REVIEW_REQUIRED; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000013->REX-000043; MET_mapping=APPROVED(3.8->2.8)",APPROVED,false
NEX-000147,roller back stretch,NEX-000114,spine stretch,CONSTRAINT,MOBILITY_SPINE,true,true,2.3,2.3,0.0,-1,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=MOBILITY_STRETCH, source_equipment=FOAM_ROLLER, source_difficulty=INTERMEDIATE; alternative_pattern=MOBILITY_STRETCH, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000073->REX-000091; MET_mapping=APPROVED(2.3->2.3)",APPROVED,false
