representative_id,representative_name_ko,exercise_family,variant_list,source_ids,source_count,movement_pattern,training_type,target_muscle,equipment,difficulty,beginner_suitable,selection_reason,merge_judgement,merge_basis,removable_review_required_codes,additional_review_required_codes,representative_source_id,representative_source_name,representative_review_status,review_required,review_required_codes,reviewed_family,reviewed_variant_relation,reviewed_movement_pattern,reviewed_equipment,reviewed_cardio_equipment,review_decision,review_reason_code,reviewer,reviewed_at,taxonomy_review_status,setup_condition_ko,target_muscle_status,primary_body_area_codes,secondary_body_area_codes,body_area_status,difficulty_status
REX-000038,인버티드 로우,INVERTED_ROW,"[{""source_id"":""gymvisual:0498"",""variant"":""STRAPS"",""source_name"":""inverted row with straps""},{""source_id"":""gymvisual:0499"",""variant"":""BASE"",""source_name"":""inverted row""},{""source_id"":""gymvisual:2298"",""variant"":""BENCH_SUPPORT"",""source_name"":""inverted row on bench""},{""source_id"":""wger:1927"",""variant"":""PULL_UP_BAR"",""source_name"":""Inverted Lat Pull Down""}]",gymvisual:0498|gymvisual:0499|gymvisual:2298|wger:1927,4,HORIZONTAL_PULL,STRENGTH,BACK,BODYWEIGHT,INTERMEDIATE,CONDITIONAL,family 내 대표 1개를 선택; 표준 운동명이 명확함; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,MERGE_TO_FAMILY_KEEP_VARIANTS,"동일 목적과 수행 패턴(HORIZONTAL_PULL)을 공유하는 후보를 family로 묶고, 장비·자세·그립·편측성·난이도 차이는 variant로 보존했다. 타겟 근육만 같은 후보는 이 family 근거로 사용하지 않았다.",EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|HUMAN_TAXONOMY_REVIEW_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MOVEMENT_PATTERN_REVIEW|SOURCE_LICENSE_REVIEW_REQUIRED,gymvisual:0499,inverted row,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|SOURCE_LICENSE_REVIEW_REQUIRED,INVERTED_ROW,KEEP_VARIANTS:4,HORIZONTAL_PULL,equipment=BODYWEIGHT;requires_equipment=false;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""UPPER_BACK""]","[""ELBOW"",""SHOULDER""]",APPROVED,APPROVED
REX-000039,무릎 꿇고 광배근 스트레칭,KNEELING_LAT_STRETCH,"[{""source_id"":""gymvisual:1346"",""variant"":""BASE"",""source_name"":""kneeling lat stretch""}]",gymvisual:1346,1,MOBILITY_STRETCH,MOBILITY,MOBILITY,BODYWEIGHT,BEGINNER,CONDITIONAL,family 내 대표 1개를 선택; 원천 설명·가이드 연결이 있음; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_FAMILY_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|VARIANT_RELATION_REVIEW_REQUIRED,gymvisual:1346,kneeling lat stretch,FAMILY_SELECTION_COMPLETE,true,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,KNEELING_LAT_STRETCH,NO_VARIANT_SINGLE_SOURCE,MOBILITY_STRETCH,equipment=BODYWEIGHT;requires_equipment=false;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""UPPER_BACK""]","[""SHOULDER"",""CHEST""]",APPROVED,APPROVED
REX-000040,랫풀다운,LAT_PULLDOWN,"[{""source_id"":""gymvisual:0198"",""variant"":""BASE"",""source_name"":""cable pulldown""},{""source_id"":""wger:1470"",""variant"":""CABLE|MACHINE|KNEELING|HALF_KNEELING"",""source_name"":""1-Arm Half-Kneeling Lat Pulldown""},{""source_id"":""wger:1510"",""variant"":""CABLE|MACHINE|NEUTRAL_GRIP"",""source_name"":""Neutral Grip Lat Pulldown""}]",gymvisual:0198|wger:1470|wger:1510,3,VERTICAL_PULL,STRENGTH,BACK,CABLE,BEGINNER,SUITABLE,family 내 대표 1개를 선택; 표준 운동명이 명확함; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,MERGE_TO_FAMILY_KEEP_VARIANTS,"동일 목적과 수행 패턴(VERTICAL_PULL)을 공유하는 후보를 family로 묶고, 장비·자세·그립·편측성·난이도 차이는 variant로 보존했다. 타겟 근육만 같은 후보는 이 family 근거로 사용하지 않았다.",EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MOVEMENT_PATTERN_REVIEW|SOURCE_LICENSE_REVIEW_REQUIRED,gymvisual:0198,cable pulldown,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|SOURCE_LICENSE_REVIEW_REQUIRED,LAT_PULLDOWN,KEEP_VARIANTS:3,VERTICAL_PULL,equipment=CABLE|MACHINE;requires_equipment=true;locations=GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""UPPER_BACK""]","[""ELBOW"",""SHOULDER""]",APPROVED,APPROVED
REX-000041,레그 프레스,LEG_PRESS,"[{""source_id"":""wger:371"",""variant"":""BASE"",""source_name"":""Leg Press""}]",wger:371,1,KNEE_DOMINANT,STRENGTH,QUADRICEPS,UNSPECIFIED,BEGINNER,SUITABLE,family 내 대표 1개를 선택; 표준 운동명이 명확함; 초보자 접근성 후보값이 있음; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,,BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|SOURCE_EQUIPMENT_UNSPECIFIED|SOURCE_LICENSE_REVIEW_REQUIRED,wger:371,Leg Press,FAMILY_SELECTION_COMPLETE,true,BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|SOURCE_EQUIPMENT_UNSPECIFIED|SOURCE_LICENSE_REVIEW_REQUIRED,LEG_PRESS,NO_VARIANT_SINGLE_SOURCE,KNEE_DOMINANT,equipment=MACHINE;requires_equipment=true;locations=GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]",APPROVED,APPROVED
REX-000042,누워서 햄스트링 스트레칭,LEG_UP_HAMSTRING_STRETCH,"[{""source_id"":""gymvisual:1576"",""variant"":""BASE"",""source_name"":""leg up hamstring stretch""}]",gymvisual:1576,1,MOBILITY_STRETCH,MOBILITY,MOBILITY,BODYWEIGHT,BEGINNER,SUITABLE,family 내 대표 1개를 선택; 원천 설명·가이드 연결이 있음; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_FAMILY_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|VARIANT_RELATION_REVIEW_REQUIRED,gymvisual:1576,leg up hamstring stretch,FAMILY_SELECTION_COMPLETE,true,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,LEG_UP_HAMSTRING_STRETCH,NO_VARIANT_SINGLE_SOURCE,MOBILITY_STRETCH,equipment=BODYWEIGHT;requires_equipment=false;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""KNEE""]","[""HIP""]",APPROVED,APPROVED
REX-000043,로어 백 컬,LOWER_BACK_CURL,"[{""source_id"":""gymvisual:1352"",""variant"":""BASE"",""source_name"":""lower back curl""}]",gymvisual:1352,1,CORE_BRACE,STRENGTH,BACK,BODYWEIGHT,INTERMEDIATE,REVIEW_REQUIRED,family 내 대표 1개를 선택; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|MOVEMENT_PATTERN_REVIEW,gymvisual:1352,lower back curl,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,LOWER_BACK_CURL,NO_VARIANT_SINGLE_SOURCE,CORE_BRACE,equipment=BODYWEIGHT;requires_equipment=false;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""LOWER_BACK""]","[""UPPER_BACK""]",APPROVED,APPROVED
REX-000044,레그 익스텐션,MACHINE_LEG_EXTENSION,"[{""source_id"":""gymvisual:0585"",""variant"":""BASE"",""source_name"":""lever leg extension""},{""source_id"":""gymvisual:3007"",""variant"":""BAND"",""source_name"":""resistance band leg extension""},{""source_id"":""wger:369"",""variant"":""SOURCE_VARIANT"",""source_name"":""Leg Extension""}]",gymvisual:0585|gymvisual:3007|wger:369,3,ISOLATION,STRENGTH,QUADRICEPS,MACHINE,BEGINNER,SUITABLE,family 내 대표 1개를 선택; family 핵심 동작명을 포함함; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,MERGE_TO_FAMILY_KEEP_VARIANTS,"동일 목적과 수행 패턴(ISOLATION)을 공유하는 후보를 family로 묶고, 장비·자세·그립·편측성·난이도 차이는 variant로 보존했다. 타겟 근육만 같은 후보는 이 family 근거로 사용하지 않았다.",EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|HUMAN_TAXONOMY_REVIEW_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|MOVEMENT_PATTERN_REVIEW|SOURCE_EQUIPMENT_UNSPECIFIED|SOURCE_LICENSE_REVIEW_REQUIRED,gymvisual:0585,lever leg extension,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|SOURCE_EQUIPMENT_UNSPECIFIED|SOURCE_LICENSE_REVIEW_REQUIRED,MACHINE_LEG_EXTENSION,KEEP_VARIANTS:3,ISOLATION,equipment=MACHINE;requires_equipment=true;locations=GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""KNEE""]","[""HIP""]",APPROVED,APPROVED
REX-000045,목 옆면 스트레칭,NECK_LATERAL_STRETCH,"[{""source_id"":""gymvisual:0716"",""variant"":""SOURCE_VARIANT"",""source_name"":""side push neck stretch""},{""source_id"":""gymvisual:1403"",""variant"":""BASE"",""source_name"":""neck side stretch""}]",gymvisual:0716|gymvisual:1403,2,MOBILITY_STRETCH,MOBILITY,MOBILITY,BODYWEIGHT,BEGINNER,CONDITIONAL,family 내 대표 1개를 선택; 원천 설명·가이드 연결이 있음; 최종 안전·용량·권리 검수는 별도 유지.,MERGE_TO_FAMILY_KEEP_VARIANTS,"동일 목적과 수행 패턴(MOBILITY_STRETCH)을 공유하는 후보를 family로 묶고, 장비·자세·그립·편측성·난이도 차이는 variant로 보존했다. 타겟 근육만 같은 후보는 이 family 근거로 사용하지 않았다.",,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_FAMILY_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|VARIANT_RELATION_REVIEW_REQUIRED,gymvisual:1403,neck side stretch,FAMILY_SELECTION_COMPLETE,true,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,NECK_LATERAL_STRETCH,KEEP_VARIANTS:2,MOBILITY_STRETCH,equipment=BODYWEIGHT;requires_equipment=false;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""NECK""]","[""SHOULDER""]",APPROVED,APPROVED
REX-000046,벽 짚고 한 팔 광배근 스트레칭,ONE_ARM_WALL_LATS,"[{""source_id"":""gymvisual:1355"",""variant"":""BASE"",""source_name"":""one arm against wall""}]",gymvisual:1355,1,ISOLATION,STRENGTH,BACK,BODYWEIGHT,BEGINNER,REVIEW_REQUIRED,family 내 대표 1개를 선택; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|MOVEMENT_PATTERN_REVIEW,gymvisual:1355,one arm against wall,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,ONE_ARM_WALL_LATS,NO_VARIANT_SINGLE_SOURCE,ISOLATION,equipment=BODYWEIGHT;requires_equipment=false;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""UPPER_BACK""]","[""SHOULDER"",""ELBOW""]",APPROVED,APPROVED
REX-000047,오버헤드 트라이셉스 익스텐션,OVERHEAD_TRICEPS_EXTENSION,"[{""source_id"":""gymvisual:0109"",""variant"":""BASE"",""source_name"":""barbell standing overhead triceps extension""}]",gymvisual:0109,1,ISOLATION,STRENGTH,TRICEPS,BARBELL,BEGINNER,CONDITIONAL,family 내 대표 1개를 선택; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|MOVEMENT_PATTERN_REVIEW,gymvisual:0109,barbell standing overhead triceps extension,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,OVERHEAD_TRICEPS_EXTENSION,NO_VARIANT_SINGLE_SOURCE,ISOLATION,equipment=BARBELL;requires_equipment=true;locations=GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""ELBOW""]","[""SHOULDER""]",APPROVED,APPROVED
REX-000048,오버헤드 삼두근 스트레칭,OVERHEAD_TRICEPS_STRETCH,"[{""source_id"":""gymvisual:0643"",""variant"":""BASE"",""source_name"":""overhead triceps stretch""}]",gymvisual:0643,1,MOBILITY_STRETCH,MOBILITY,MOBILITY,BODYWEIGHT,BEGINNER,SUITABLE,family 내 대표 1개를 선택; 원천 설명·가이드 연결이 있음; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_FAMILY_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|VARIANT_RELATION_REVIEW_REQUIRED,gymvisual:0643,overhead triceps stretch,FAMILY_SELECTION_COMPLETE,true,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,OVERHEAD_TRICEPS_STRETCH,NO_VARIANT_SINGLE_SOURCE,MOBILITY_STRETCH,equipment=BODYWEIGHT;requires_equipment=false;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""ELBOW""]","[""SHOULDER"",""WRIST_HAND""]",APPROVED,APPROVED
REX-000049,체스트 프레스,PECTORALS_HORIZONTAL_PUSH,"[{""source_id"":""wger:1094"",""variant"":""BASE"",""source_name"":""Seated Bench Press""},{""source_id"":""wger:1656"",""variant"":""CABLE|MACHINE|DECLINE"",""source_name"":""Cable Chest Press - Decline""},{""source_id"":""wger:537"",""variant"":""DUMBBELL|BENCH|INCLINE"",""source_name"":""Incline Bench Press - Dumbbell""}]",wger:1094|wger:1656|wger:537,3,HORIZONTAL_PUSH,STRENGTH,CHEST,BENCH,BEGINNER,SUITABLE,family 내 대표 1개를 선택; 표준 운동명이 명확함; 초보자 접근성 후보값이 있음; 최종 안전·용량·권리 검수는 별도 유지.,MERGE_TO_FAMILY_KEEP_VARIANTS,"동일 목적과 수행 패턴(HORIZONTAL_PUSH)을 공유하는 후보를 family로 묶고, 장비·자세·그립·편측성·난이도 차이는 variant로 보존했다. 타겟 근육만 같은 후보는 이 family 근거로 사용하지 않았다.",,BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|SOURCE_LICENSE_REVIEW_REQUIRED,wger:1094,Seated Bench Press,FAMILY_SELECTION_COMPLETE,true,BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|SOURCE_LICENSE_REVIEW_REQUIRED,PECTORALS_HORIZONTAL_PUSH,KEEP_VARIANTS:3,HORIZONTAL_PUSH,equipment=BODYWEIGHT;requires_equipment=true;locations=GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,안정적인 지지물(벤치 또는 의자 등)을 준비한다.,APPROVED,"[""CHEST""]","[""SHOULDER"",""ELBOW""]",APPROVED,APPROVED
REX-000050,종아리 바깥쪽 스트레칭,PERONEAL_STRETCH,"[{""source_id"":""gymvisual:1388"",""variant"":""BASE"",""source_name"":""peroneals stretch""}]",gymvisual:1388,1,MOBILITY_STRETCH,MOBILITY,MOBILITY,ROPE,INTERMEDIATE,CONDITIONAL,family 내 대표 1개를 선택; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_FAMILY_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|VARIANT_RELATION_REVIEW_REQUIRED,gymvisual:1388,peroneals stretch,FAMILY_SELECTION_COMPLETE,true,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,PERONEAL_STRETCH,NO_VARIANT_SINGLE_SOURCE,MOBILITY_STRETCH,equipment=ROPE;requires_equipment=true;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""ANKLE_FOOT""]","[""KNEE""]",APPROVED,APPROVED
