body_focus_code,default_rest_seconds,default_seconds_per_rep,default_transition_seconds,default_work_seconds,difficulty_code,equipment_codes,family_code,form_cues_ko,form_cues_review_status,form_cues_source,general_pool_included,instruction_content_version,instruction_summary_ko,location_codes,name_en,name_ko,primary_body_area_codes,primary_movement_pattern_code,record_type,recovery_eligible,representative_stable_code,review_status_code,secondary_body_area_codes,safety_relevant_body_area_codes,source_identity,source_track,stable_code,timing_mode_code,training_type_code,met_value,met_source_code,met_source_activity_code,met_mapping_method_code,met_review_status_code,met_policy_version
SHOULDERS,90,4,15,,INTERMEDIATE,CABLE_MACHINE,REAR_DELTOID_ROW,어깨가 귀 쪽으로 올라가지 않게 합니다|몸을 흔들어 반동을 만들지 말고 천천히 당깁니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 케이블 머신을 마주보고 발을 어깨 너비만큼 벌려 서 있습니다 2. 양손으로 케이블 어댑터를 잡고 손바닥이 서로를 향하게 하며 뒤로 한 발 내디어 케이블에 긴장을 줍니다 3. 운동의 최고점에서 잠시 멈춘 후 천천히 케이블을 시작 자세로 풀어 놓습니다,GYM,cable standing rear delt row (with rope),케이블 스탠딩 리어 델트 로우(로프),traps,HORIZONTAL_PULL,REPRESENTATIVE,,,DOMAIN_APPROVED,rhomboids|biceps,SHOULDER|ELBOW|WRIST_HAND|UPPER_BACK|LOWER_BACK|KNEE|ANKLE_FOOT|ABDOMEN,0233,gymvisual,cable_standing_rear_delt_row_with_rope,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
BACK,90,4,15,,INTERMEDIATE,CABLE_MACHINE,SEATED_CABLE_ROW,어깨가 귀 쪽으로 올라가지 않게 합니다|몸을 흔들어 반동을 만들지 말고 천천히 당깁니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 케이블 로우 머신에 앉아 발을 풋레스트에 평평히 놓고 무릎을 약간 구부립니다 2. 케이블 핸들을 몸 쪽으로 당기면서 견갑골을 모읍니다 3. 동작의 가장 높은 지점에서 잠시 멈춘 후 천천히 핸들을 시작 자세로 돌려놓습니다,GYM,cable straight back seated row,케이블 스트레이트백 시티드 로우,biceps,HORIZONTAL_PULL,VARIANT,,seated_cable_row_horizontal_pull_cable_machine,DOMAIN_APPROVED,forearms|shoulders,SHOULDER|ELBOW|WRIST_HAND|UPPER_BACK|LOWER_BACK|HIP|KNEE,0239,gymvisual,cable_straight_back_seated_row,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CORE,90,4,15,,INTERMEDIATE,BODYWEIGHT,COCOONS,목을 과하게 굽히지 말고 시선은 배 쪽으로 자연스럽게 둡니다|허리를 바닥에 세게 찍지 않도록 천천히 돌아옵니다,APPROVED,data/videos/0260-SLKj2pX.gif,True,gif-reviewed-natural-language-ko-v2.0.6,1. 바닥에 누워 팔과 다리를 길게 뻗습니다 2. 무릎과 상체를 함께 몸 가운데로 당겨 몸을 접었다가 천천히 다시 뻗습니다,GYM|HOME,cocoons,누워서 몸 접기,hip flexors,ISOLATION,REPRESENTATIVE,,,DOMAIN_APPROVED,lower back,ELBOW|UPPER_BACK|LOWER_BACK|HIP|KNEE|ABDOMEN,0260,gymvisual,cocoons,REPS,STRENGTH,3.0,ADULT_COMPENDIUM_PDF_2024,02056,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CORE,90,4,15,,INTERMEDIATE,BODYWEIGHT,CROSS_BODY_CRUNCH,목을 손으로 당기지 말고 시선은 편안히 위쪽에 둡니다|허리가 과하게 뜨거나 처지지 않게 배 주변에 힘을 줍니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 등을 지면에 대고 누워 무릎을 구부리고 발을 지면에 붙입니다 2. 복근을 긴장시키고 상체를 들어올리면서 오른쪽 팔꿈치를 왼쪽 무릎 쪽으로 회전합니다 3. 꼭대기에서 잠깐 멈춘 후 천천히 상체를 시작 자세로 내려놓습니다 4. 반대쪽도 같은 순서로 수행합니다,GYM|HOME,cross body crunch,크로스바디 크런치,obliques,GAIT,REPRESENTATIVE,,,DOMAIN_APPROVED,,ELBOW|UPPER_BACK|LOWER_BACK|KNEE|ANKLE_FOOT|ABDOMEN,0262,gymvisual,cross_body_crunch,REPS,STRENGTH,2.8,ADULT_COMPENDIUM_PDF_2024,02024,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CORE,90,4,15,,INTERMEDIATE,STABILITY_BALL,CRUNCH,공이 움직이지 않도록 발을 바닥에 단단히 둡니다|목을 손으로 당기거나 허리를 과하게 젖히지 않습니다,APPROVED,data/videos/0271-MCUhf1F.gif,True,gif-reviewed-natural-language-ko-v2.0.6,1. 짐볼에 허리를 기대고 발을 바닥에 둡니다 2. 상체를 짧게 들어 올렸다가 등을 공에 기대며 시작 자세로 돌아옵니다,GYM,crunch (on stability ball),짐볼 크런치,hip flexors,GAIT,VARIANT,,bodyweight_crunch_core_brace_bodyweight,DOMAIN_APPROVED,,LOWER_BACK|HIP|KNEE|ANKLE_FOOT|CHEST|ABDOMEN,0271,gymvisual,crunch_on_stability_ball,REPS,STRENGTH,2.8,ADULT_COMPENDIUM_PDF_2024,02112,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CORE,90,4,15,,INTERMEDIATE,STABILITY_BALL,CRUNCH,공 위에서 골반이 한쪽으로 기울지 않도록 발을 고정합니다|팔을 휘두르거나 목에 힘을 주지 않습니다,APPROVED,data/videos/0272-Sn8wxAI.gif,True,gif-reviewed-natural-language-ko-v2.0.6,1. 짐볼에 등을 기대고 팔을 위로 곧게 뻗습니다 2. 팔을 뻗은 채 상체를 들어 올렸다가 천천히 공에 기대며 돌아옵니다,GYM,"crunch (on stability ball, arms straight)",짐볼 팔을 곧게 편 크런치,hip flexors,GAIT,VARIANT,,bodyweight_crunch_core_brace_bodyweight,DOMAIN_APPROVED,,SHOULDER|LOWER_BACK|HIP|KNEE|ANKLE_FOOT|CHEST|ABDOMEN,0272,gymvisual,crunch_on_stability_ball_arms_straight,REPS,STRENGTH,2.8,ADULT_COMPENDIUM_PDF_2024,02112,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CORE,60,4,15,,BEGINNER,BODYWEIGHT,DEAD_BUG,목과 허리를 과하게 꺾지 말고 편안한 자세를 유지합니다|반동을 쓰지 말고 천천히 움직입니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 등을 바닥에 평평하게 눕습니다 팔을 천장을 향해 펼칩니다 2. 무릎을 구부리고 발을 들어올려 엉덩이와 무릎에서 90도 각도를 만듭니다 3. 잠시 멈춘 후 시작 자세로 돌아갑니다,GYM|HOME,dead bug,데드 버그,hip flexors,ISOLATION,REPRESENTATIVE,,,DOMAIN_APPROVED,lower back,UPPER_BACK|LOWER_BACK|HIP|KNEE|ABDOMEN,0276,gymvisual,dead_bug,REPS,STRENGTH,2.8,ADULT_COMPENDIUM_PDF_2024,02024,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
BICEPS,60,4,15,,BEGINNER,DUMBBELL,BICEPS_CURL,어깨가 귀 쪽으로 올라가지 않게 합니다|몸을 흔들어 반동을 만들지 말고 천천히 당깁니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 양손에 덤벨을 들고 곧게 섭니다 손바닥이 앞을 향하고 팔이 완전히 펼쳐진 상태입니다 2. 상완을 고정하고 이두근에 힘을 주고 덤벨을 들어올립니다 3. 덤벨을 천천히 시작 자세로 내립니다,GYM|HOME,dumbbell alternate biceps curl,덤벨 교대 이두 컬,forearms,ISOLATION,VARIANT,,dumbbell_standing_curl_isolation_dumbbell,DOMAIN_APPROVED,,SHOULDER|ELBOW|WRIST_HAND,0285,gymvisual,dumbbell_alternate_biceps_curl,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
SHOULDERS,90,4,15,,INTERMEDIATE,DUMBBELL,DUMBBELL_ARNOLD_PRESS,팔꿈치와 손목을 과하게 꺾지 않게 합니다|몸통을 흔들어 반동을 만들지 말고 천천히 밀고 돌아옵니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 등받이가 있는 벤치에 앉아 양손에 덤벨을 어깨 높이에 들고 손바닥이 몸을 향하며 팔꿈치를 구부립니다 2. 들어올리면서 손목을 회전시켜 상단에서 손바닥이 앞을 향하게 됩니다 3. 상단에서 잠시 멈춘 후 천천히 덤벨을 시작 자세로 내립니다,GYM|HOME,dumbbell arnold press,덤벨 아놀드 프레스,triceps,ISOLATION,REPRESENTATIVE,,,DOMAIN_APPROVED,upper chest,SHOULDER|ELBOW|WRIST_HAND|CHEST,0287,gymvisual,dumbbell_arnold_press,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
GLUTES,60,4,15,,BEGINNER,DUMBBELL,SQUAT,무릎이 발끝과 같은 방향을 향하게 하고 안쪽으로 무너지지 않게 합니다|발바닥 전체로 바닥을 밀어 몸을 일으킵니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 벤치를 향해 서서 발을 어깨 너비로 벌립니다 2. 무릎과 엉덩이를 구부려 벤치 쪽으로 몸을 내립니다 가슴을 펴고 등을 곧게 유지합니다 3. 둔근이 벤치에 닿으면 발꿈치로 밀어 서서 시작 자세로 돌아갑니다,GYM|HOME,dumbbell bench squat,덤벨 벤치 스쿼트,quadriceps,KNEE_DOMINANT,VARIANT,,bodyweight_squat,DOMAIN_APPROVED,hamstrings|calves,UPPER_BACK|LOWER_BACK|HIP|KNEE|ANKLE_FOOT|CHEST,0291,gymvisual,dumbbell_bench_squat,REPS,STRENGTH,5.0,ADULT_COMPENDIUM_PDF_2024,02052,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
BACK,90,4,15,,INTERMEDIATE,DUMBBELL,BENT_OVER_ROW,어깨가 귀 쪽으로 올라가지 않게 합니다|몸을 흔들어 반동을 만들지 말고 천천히 당깁니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨 넓이로 벌려 서서 한쪽 손에 덤벨을 들고 손가락이 몸을 향하도록 합니다 2. 덤벨을 땅을 향해 팔을 완전히 펼친 채 내립니다 3. 위에서 잠시 멈춘 후 천천히 덤벨을 시작 자세로 내립니다 4. 반대쪽도 같은 순서로 수행합니다,GYM|HOME,dumbbell one arm bent-over row,덤벨 원암 벤트오버 로우,biceps,HORIZONTAL_PULL,VARIANT,,dumbbell_bent_over_row,DOMAIN_APPROVED,forearms,SHOULDER|ELBOW|WRIST_HAND|UPPER_BACK|LOWER_BACK|HIP|KNEE|CHEST|ABDOMEN,0292,gymvisual,dumbbell_one_arm_bent_over_row,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
BACK,90,4,15,,INTERMEDIATE,DUMBBELL,BENT_OVER_ROW,어깨가 귀 쪽으로 올라가지 않게 합니다|몸을 흔들어 반동을 만들지 말고 천천히 당깁니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨 너비로 벌리고 무릎을 약간 구부린 상태에서 섭니다 각 손에 덤벨을 하나씩 들고 손바닥이 신체를 향하도록 합니다 2. 팔을 바닥을 향해 곧게 내립니다 팔꿈치는 약간 구부립니다 3. 정점에서 잠시 멈추고 천천히 덤벨을 시작 자세로 내립니다,GYM|HOME,dumbbell bent over row,덤벨 벤트오버 로우,biceps,HORIZONTAL_PULL,REPRESENTATIVE,,,DOMAIN_APPROVED,forearms,SHOULDER|ELBOW|WRIST_HAND|UPPER_BACK|LOWER_BACK|HIP|KNEE|ABDOMEN,0293,gymvisual,dumbbell_bent_over_row,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
SHOULDERS,90,4,15,,INTERMEDIATE,DUMBBELL,DUMBBELL_CUBAN_PRESS,팔꿈치와 손목을 과하게 꺾지 않게 합니다|몸통을 흔들어 반동을 만들지 말고 천천히 밀고 돌아옵니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨 너비로 벌리고 서서 각 손에 덤벨을 하나씩 들고 어깨 높이에서 손바닥이 아래를 향하도록 합니다 2. 손목을 회전하여 손바닥이 정면을 향하도록 합니다 3. 덤벨을 천천히 시작 자세로 내리면서 손목을 다시 시작 자세로 회전합니다,GYM|HOME,dumbbell cuban press,덤벨 쿠반 프레스,triceps,ISOLATION,REPRESENTATIVE,,,DOMAIN_APPROVED,upper back,SHOULDER|ELBOW|WRIST_HAND|UPPER_BACK|ABDOMEN,0299,gymvisual,dumbbell_cuban_press,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
GLUTES,60,4,15,,BEGINNER,DUMBBELL,DEADLIFT,허리를 둥글게 말지 말고 배 주변에 가볍게 힘을 줍니다|발바닥 전체로 바닥을 누르며 엉덩이 움직임을 만듭니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨 너비로 벌리고 서서 발가락이 정면을 향하도록 합니다 2. 엉덩이와 무릎을 구부려 덤벨을 바닥 쪽으로 내립니다 등을 곧게 유지합니다 3. 발꿈치로 밀어내며 엉덩이와 무릎을 펼쳐 덤벨을 시작 자세로 들어올립니다,GYM|HOME,dumbbell deadlift,덤벨 데드리프트,hamstrings,HIP_DOMINANT,REPRESENTATIVE,,,DOMAIN_APPROVED,lower back,WRIST_HAND|UPPER_BACK|LOWER_BACK|HIP|KNEE|ANKLE_FOOT,0300,gymvisual,dumbbell_deadlift,REPS,STRENGTH,5.0,ADULT_COMPENDIUM_PDF_2024,02052,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CHEST,90,4,15,,INTERMEDIATE,DUMBBELL,CHEST_PRESS,팔꿈치와 손목을 과하게 꺾지 않게 합니다|몸통을 흔들어 반동을 만들지 말고 천천히 밀고 돌아옵니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 인클라인 벤치에 누워 발을 고정하고 머리가 엉덩이보다 낮은 상태입니다 2. 덤벨을 가슴 옆으로 내려 팔꿈치를 약간 구부린 상태를 유지합니다 3. 덤벨을 시작 자세로 다시 올려 팔을 완전히 펼칩니다,GYM,dumbbell decline hammer press,덤벨 디클라인 해머 프레스,triceps,ISOLATION,VARIANT,,smith_bench_press,DOMAIN_APPROVED,shoulders,SHOULDER|ELBOW|WRIST_HAND|HIP|KNEE|CHEST,0303,gymvisual,dumbbell_decline_hammer_press,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CHEST,90,4,15,,INTERMEDIATE,DUMBBELL,CHEST_PRESS,팔꿈치와 손목을 과하게 꺾지 않게 합니다|몸통을 흔들어 반동을 만들지 말고 천천히 밀고 돌아옵니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 벤치에 앉아 발을 땅에 딛고 등을 벤치에 꼭 붙입니다 2. 각 손에 덤벨을 들되 손바닥이 앞을 향하도록 하며 어깨 높이까지 올립니다 3. 덤벨을 시작 자세로 밀어 올려 팔을 완전히 펴집니다,GYM,dumbbell incline bench press,덤벨 인클라인 벤치 프레스,shoulders,HORIZONTAL_PUSH,VARIANT,,smith_bench_press,DOMAIN_APPROVED,triceps,SHOULDER|ELBOW|WRIST_HAND|UPPER_BACK|CHEST,0314,gymvisual,dumbbell_incline_bench_press,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
BICEPS,60,4,15,,BEGINNER,DUMBBELL,BICEPS_CURL,어깨가 귀 쪽으로 올라가지 않게 합니다|몸을 흔들어 반동을 만들지 말고 천천히 당깁니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 인클라인 벤치에 앉아 각 손에 덤벨을 들되 손바닥이 앞을 향하고 팔을 완전히 펴집니다 2. 상완을 고정한 상태에서 이두근을 수축시키며 무게를 들어 올립니다 3. 천천히 덤벨을 시작 자세로 내립니다,GYM,dumbbell incline curl,덤벨 인클라인 컬,forearms,ISOLATION,VARIANT,,dumbbell_standing_curl_isolation_dumbbell,DOMAIN_APPROVED,,SHOULDER|ELBOW|WRIST_HAND,0317,gymvisual,dumbbell_incline_curl,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CHEST,90,4,15,,INTERMEDIATE,DUMBBELL,CHEST_PRESS,팔꿈치와 손목을 과하게 꺾지 않게 합니다|몸통을 흔들어 반동을 만들지 말고 천천히 밀고 돌아옵니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 인클라인 벤치를 45도 각도로 설정하고 앉아 양손에 덤벨을 들고 허벅지에 얹습니다 2. 덤벨을 몸에서 멀어지도록 위로 눌러 팔을 완전히 폅니다 3. 잠시 멈춘 후 천천히 덤벨을 시작 자세로 내립니다,GYM,dumbbell incline hammer press,덤벨 인클라인 해머 프레스,shoulders,ISOLATION,VARIANT,,smith_bench_press,DOMAIN_APPROVED,triceps,SHOULDER|ELBOW|WRIST_HAND|HIP|KNEE|CHEST,0321,gymvisual,dumbbell_incline_hammer_press,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
SHOULDERS,60,4,15,,BEGINNER,DUMBBELL,REVERSE_FLY,허리를 과하게 젖히지 말고 배 주변에 가볍게 힘을 줍니다|팔을 던지듯 움직이지 말고 천천히 올리고 내립니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 벤치에 앉아 가슴을 등받이에 대고 양손에 덤벨을 들고 있습니다 2. 팔꿈치에 약간의 굴곡을 유지하면서 팔을 옆으로 들어올려 지면과 평행해질 때까지 올립니다 3. 가장 높은 지점에서 잠시 멈춘 후 천천히 팔을 시작 자세로 내립니다,GYM,dumbbell incline rear lateral raise,덤벨 인클라인 리어 레터럴 레이즈,traps,ISOLATION,VARIANT,,lever_seated_reverse_fly,DOMAIN_APPROVED,rhomboids,SHOULDER|ELBOW|WRIST_HAND|UPPER_BACK|CHEST,0326,gymvisual,dumbbell_incline_rear_lateral_raise,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
BACK,90,4,15,,INTERMEDIATE,DUMBBELL,INCLINE_ROW,어깨가 귀 쪽으로 올라가지 않게 합니다|몸을 흔들어 반동을 만들지 말고 천천히 당깁니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 양손에 덤벨을 들고 벤치에 앉아 가슴을 인클라인에 대도록 합니다 2. 팔을 완전히 펴서 덤벨이 어깨 아래로 쭉 내려오도록 합니다 3. 가장 높은 지점에서 잠시 멈춘 후 천천히 덤벨을 시작 자세로 내립니다,GYM,dumbbell incline row,덤벨 인클라인 로우,biceps,HORIZONTAL_PULL,REPRESENTATIVE,,,DOMAIN_APPROVED,shoulders,SHOULDER|ELBOW|UPPER_BACK|LOWER_BACK|CHEST,0327,gymvisual,dumbbell_incline_row,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
GLUTES,90,4,15,,INTERMEDIATE,DUMBBELL,JUMP_SQUAT,무릎이 발끝과 같은 방향을 향하게 하고 안쪽으로 무너지지 않게 합니다|발바닥 전체로 바닥을 밀어 몸을 일으킵니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨 넓이로 벌리고 양손에 덤벨을 잡고 옆에 놓습니다 2. 스쿼트의 최하점에 도달하면 폭발적으로 위로 솟아올라 바닥에서 뛰어올립니다 3. 공중에서 빠르게 발의 위치를 바꾸고 반대쪽 발이 앞으로 향하게 착지합니다,GYM|HOME,dumbbell plyo squat,덤벨 플라이오 스쿼트,quadriceps,JUMP_PLYOMETRIC,VARIANT,,jump_squat,DOMAIN_APPROVED,hamstrings|calves,LOWER_BACK|HIP|KNEE|ANKLE_FOOT,0371,gymvisual,dumbbell_plyo_squat,REPS,STRENGTH,5.0,ADULT_COMPENDIUM_PDF_2024,02052,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
SHOULDERS,60,4,15,,BEGINNER,DUMBBELL,REVERSE_FLY,허리를 과하게 젖히지 말고 배 주변에 가볍게 힘을 줍니다|팔을 던지듯 움직이지 말고 천천히 올리고 내립니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨 넓이로 벌리고 양손에 덤벨을 잡습니다 2. 무릎을 약간 구부리고 엉덩이에서 구부리면서 등을 곧게 펼칩니다 3. 가장 높은 지점에서 잠시 멈춘 후 천천히 팔을 시작 자세로 내립니다,GYM|HOME,dumbbell rear lateral raise (support head),덤벨 리어 레터럴 레이즈(머리 지지),traps,ISOLATION,VARIANT,,lever_seated_reverse_fly,DOMAIN_APPROVED,rhomboids,SHOULDER|ELBOW|UPPER_BACK|LOWER_BACK|HIP|KNEE,0379,gymvisual,dumbbell_rear_lateral_raise_support_head,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
TRICEPS,60,4,15,,BEGINNER,DUMBBELL,TRICEPS_EXTENSION,운동 전에 시트나 패드 위치와 무게를 몸에 맞게 조절합니다|반동을 쓰지 말고 무게를 천천히 움직입니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 벤치에 앉아 등을 곧게 펴고 발을 땅에 댑니다 2. 양손으로 덤벨 하나를 들고 팔을 머리 위로 곧게 폅니다 3. 잠깐 멈춘 후 덤벨을 시작 자세로 올립니다,GYM|HOME,dumbbell seated bench extension,덤벨 시티드 벤치 익스텐션,shoulders,ISOLATION,VARIANT,,bodyweight_kneeling_triceps_extension,DOMAIN_APPROVED,,SHOULDER|ELBOW|UPPER_BACK|LOWER_BACK,0389,gymvisual,dumbbell_seated_bench_extension,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
QUADRICEPS,90,4,15,,INTERMEDIATE,DUMBBELL,SPLIT_SQUAT,무릎이 발끝과 같은 방향을 향하게 하고 안쪽으로 무너지지 않게 합니다|발바닥 전체로 바닥을 밀어 몸을 일으킵니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨 너비로 벌리고 각 손에 덤벨을 들어 섭니다 2. 앞무릎과 엉덩이를 구부려 몸을 내리되 뒷무릎을 약간 구부린 상태를 유지하고 뒷발뒤꿈치는 바닥에서 떼어둡니다 3. 앞무릎이 지면과 평행해질 때까지 계속 내린 후 앞발뒤꿈치로 밀어 시작 자세로 돌아옵니다,GYM|HOME,dumbbell single leg split squat,덤벨 싱글 레그 스플릿 스쿼트,glutes,KNEE_DOMINANT,VARIANT,,smith_single_leg_split_squat,DOMAIN_APPROVED,hamstrings|calves,LOWER_BACK|HIP|KNEE|ANKLE_FOOT,0410,gymvisual,dumbbell_single_leg_split_squat,REPS,STRENGTH,5.0,ADULT_COMPENDIUM_PDF_2024,02052,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CORE,60,4,15,,BEGINNER,BODYWEIGHT,ELBOW_TO_KNEE,목과 허리를 과하게 꺾지 말고 편안한 자세를 유지합니다|반동을 쓰지 말고 천천히 움직입니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 등을 땅에 대고 누워 무릎을 구부리고 발을 땅에 디딥니다 2. 복부에 힘을 주고 상체를 들어올리면서 오른쪽 팔꿈치를 왼쪽 무릎 방향으로 가져갑니다 3. 가장 높은 지점에서 일시 정지한 후 상체와 다리를 천천히 시작 자세로 내립니다 4. 반대쪽도 같은 순서로 수행합니다,GYM|HOME,elbow-to-knee,팔꿈치-무릎 터치,obliques,CORE_BRACE,REPRESENTATIVE,,,DOMAIN_APPROVED,,ELBOW|UPPER_BACK|LOWER_BACK|KNEE|ABDOMEN,0443,gymvisual,elbow_to_knee,REPS,STRENGTH,3.0,ADULT_COMPENDIUM_PDF_2024,02056,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CORE,60,4,15,,BEGINNER,BODYWEIGHT,SIT_UP,목을 손으로 당기지 말고 시선은 편안히 위쪽에 둡니다|허리가 과하게 뜨거나 처지지 않게 배 주변에 힘을 줍니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 바닥에 누워 무릎을 구부리고 발을 바닥에 댑니다 2. 복부를 활성화시켜 천천히 상체를 바닥에서 들어올려 몸통이 45도 각도에 도달할 때까지 앞으로 구부립니다 3. 가장 높은 지점에서 잠깐 멈춘 후 상체와 다리를 천천히 시작 자세로 내립니다,GYM|HOME,flexion leg sit up (bent knee),무릎을 굽힌 레그 싯업,hip flexors,CORE_BRACE,VARIANT,,curl_up,DOMAIN_APPROVED,,ELBOW|LOWER_BACK|HIP|KNEE|ABDOMEN,0456,gymvisual,flexion_leg_sit_up_bent_knee,REPS,STRENGTH,2.8,ADULT_COMPENDIUM_PDF_2024,02024,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
